id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state
1051380,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,GOPPERT FINANCIAL CORP.,GOPPERT FC,1,FRS,MO
1051399,20171231,10,500,OSHKOSH,UNITED STATES,0,0,O & F CATTLE COMPANY,O&F CATTLE CO,1,FRS,NE
1051401,20171231,10,500,RAPID CITY,UNITED STATES,0,0,HOWARD COUNTY LAND AND CATTLE CO.,HOWARD CTY LAND & CATTLE CO,1,FRS,SD
1051410,20171231,10,500,MOUND CITY,UNITED STATES,0,0,"CUNNINGHAM AGENCY, INC.",CUNNINGHAM AGY,1,FRS,KS
1051429,20171231,10,500,AINSWORTH,UNITED STATES,0,0,"COMMERCIAL INVESTMENT CO., INC.",COMMERCIAL INV CO,1,FRS,NE
1051465,20171231,10,500,ENID,UNITED STATES,0,0,CENTRAL SERVICE CORPORATION,CENTRAL SVC CORP,1,FRS,OK
1051504,20171231,10,500,GOODLAND,UNITED STATES,0,0,"G. S. BANCSHARES, INC.",GS BSHRS,1,FRS,KS
1051625,20171231,10,500,CIMARRON,UNITED STATES,0,0,"FIRST NATIONAL AGENCY, INC.",FIRST NAT AGY,1,FRS,KS
1051670,20171231,10,500,EMPORIA,UNITED STATES,0,0,"NAMYAW CORPORATION, INC.",NAMYAW CORP,1,FRS,KS
1051698,20171231,10,500,WAUSA,UNITED STATES,0,0,"WAUSA BANSHARES, INC.",WAUSA BSHRS,1,FRS,NE
1051906,20171231,10,500,SALINA,UNITED STATES,0,0,"BERCO, INC.",BERCO,1,FRS,KS
1051951,20171231,10,500,HIAWATHA,UNITED STATES,0,0,"CROSSDALE, INC.",CROSSDALE,1,FRS,KS
1051979,20171231,10,500,LEOTI,UNITED STATES,0,0,WHITCORP FINANCIAL COMPANY,WHITCORP FC,1,FRS,KS
1052220,20171231,10,500,SAPULPA,UNITED STATES,0,0,"AMERICAN BANCORPORATION, INC.",AMERICAN BC,1,FRS,OK
1052293,20171231,10,500,HANSTON,UNITED STATES,0,0,"HANSTON INSURANCE AGENCY, INC.",HANSTON INS AGY,1,FRS,KS
1052314,20171231,10,500,FULLERTON,UNITED STATES,0,0,WOODSTOCK LAND AND CATTLE COMPANY,WOODSTOCK LAND & CATTLE CO,1,FRS,NE
1052350,20171231,10,500,WEATHERFORD,UNITED STATES,2908230,0,FIRST FARM CREDIT CORPORATION,FIRST FARM CR CORP,1,FRS,OK
1052387,20171231,10,500,ORDWAY,UNITED STATES,0,0,"LINDOE, INC.",LINDOE,1,FRS,CO
1052846,20171231,10,500,ORD,UNITED STATES,0,0,BBJ INCORPORATED,BBJ,1,FRS,NE
1052949,20171231,10,500,CARLETON,UNITED STATES,0,0,"CARLETON AGENCY, INC.",CARLETON AGY,1,FRS,NE
1052958,20171231,10,500,CLEO SPRINGS,UNITED STATES,0,0,CLEO BANCSHARES INC.,CLEO BSHRS,1,FRS,OK
1053142,20171231,10,500,NELSON,UNITED STATES,0,0,"C L C ENTERPRISES, INC.",CLC ENT,1,FRS,NE
1053272,20171231,10,500,OMAHA,UNITED STATES,0,0,"PINNACLE BANCORP, INC.",PINNACLE BC,1,FRS,NE
1053311,20171231,10,500,GOTHENBURG,UNITED STATES,0,0,WILLIAMS FINANCIAL CORP.,WILLIAMS FNCL CORP,1,FRS,NE
1053320,20171231,10,500,COZAD,UNITED STATES,0,0,MIDWEST BANCO CORPORATION,MIDWEST BANCO CORP,1,FRS,NE
1053339,20171231,10,500,ODESSA,UNITED STATES,0,0,"COUNTRY AGENCIES & INVESTMENTS, INC.",COUNTRY AGY & INV,1,FRS,MO
1053357,20171231,10,500,LYONS,UNITED STATES,0,0,"FARM AND HOME INSURANCE AGENCY, INC.",FARM & HOME INS AGY,1,FRS,NE
1053384,20171231,10,500,GREAT BEND,UNITED STATES,0,0,"MIDWEST COMMUNITY BANCSHARES, INC.",MIDWEST CMNTY BSHRS,1,FRS,KS
1053496,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,CCB FINANCIAL CORPORATION,CCB FNCL CORP,1,FRS,MO
1053526,20171231,10,500,MAYSVILLE,UNITED STATES,0,0,"H. PAT HENSON COMPANY, THE",H PAT HENSON CO,1,FRS,OK
1053580,20171231,10,500,LINCOLN,UNITED STATES,0,0,"FARMERS & MERCHANTS INVESTMENT, INC.",FARMERS & MRCH INV,1,FRS,NE
1053777,20171231,10,500,OSAWATOMIE,UNITED STATES,0,0,"OSAWATOMIE AGENCY, INC., THE",OSAWATOMIE AGY,1,FRS,KS
1053870,20171231,10,500,KENESAW,UNITED STATES,0,0,FIRST KENESAW COMPANY,FIRST KENESAW CO,1,FRS,NE
1053973,20171231,10,500,TABLE ROCK,UNITED STATES,0,0,DUROC INVESTMENT COMPANY,DUROC INV CO,1,FRS,NE
1054000,20171231,10,500,ATCHISON,UNITED STATES,0,0,EXCHANGE BANKSHARES CORPORATION OF KANSAS,EXCHANGE BSHRS CORP OF KS,1,FRS,KS
1054073,20171231,10,500,HOUSTON,UNITED STATES,0,0,REPUBLIC TRINIDAD CORPORATION,REPUBLIC TRINIDAD CORP,1,FRS,TX
1054091,20171231,10,500,OKLAHOMA CITY,UNITED STATES,0,0,"MIDSTATE BANCORP, INC.",MIDSTATE BC,1,FRS,OK
1054514,20171231,8,500,COLUMBIA,UNITED STATES,0,0,LANDRUM COMPANY,LANDRUM CO,1,FRS,MO
1054523,20171231,10,500,CONCORDIA,UNITED STATES,1249495,0,"CONCORDIA BANC-MANAGEMENT, INC.",CONCORDIA BANC-MGMT,1,FRS,MO
1054550,20171231,10,500,CRESCENT,UNITED STATES,0,0,"F&M BANCSHARES, INC.",F&M BSHRS,1,FRS,OK
1054729,20171231,10,500,PRYOR,UNITED STATES,2224408,0,"LOCUST GROVE BANSHARES, INCORPORATED",LOCUST GROVE BSHRS,1,FRS,OK
1054765,20171231,10,500,FARNAM,UNITED STATES,0,0,"NEBRASKA BANKSHARES, INC.",NEBRASKA BSHRS,1,FRS,NE
1054840,20171231,10,500,CASPER,UNITED STATES,0,0,MIDLAND FINANCIAL CORPORATION,MIDLAND FC,1,FRS,WY
1054859,20171231,10,500,GRAND ISLAND,UNITED STATES,0,0,PLATTE VALLEY CATTLE COMPANY,PLATTE VALLEY CATTLE CO,1,FRS,NE
1054895,20171231,10,500,SWANTON,UNITED STATES,0,0,"SWANTON AGENCY, INC.",SWANTON AGY,1,FRS,NE
1055089,20171231,10,500,AURORA,UNITED STATES,0,0,"HERITAGE GROUP, INC.",HERITAGE GROUP,1,FRS,NE
1055100,20171231,10,500,TAMPA,UNITED STATES,0,0,"TAMPA STATE BANKSHARES, INC.",TAMPA ST BSHRS,1,FRS,KS
1055119,20171231,10,500,CALHAN,UNITED STATES,0,0,"PIEPER BANCORP, INC.",PIEPER BC,1,FRS,CO
1055137,20171231,10,500,COALGATE,UNITED STATES,2996648,0,"SHAMROCK BANCSHARES, INC.",SHAMROCK BSHRS,1,FRS,OK
1055155,20171231,10,500,GREAT BEND,UNITED STATES,0,0,"FARMERS ENTERPRISES, INC.",FARMERS ENT,1,FRS,KS
1055351,20171231,10,500,STERLING,UNITED STATES,0,0,"CORONADO, INC.",CORONADO,1,FRS,KS
1055397,20171231,10,500,PAWNEE,UNITED STATES,0,0,"GEORGE MADISON CORPORATION, THE",GEORGE MADISON CORP,1,FRS,OK
1055427,20171231,10,500,TOPEKA,UNITED STATES,0,0,"CAPITAL CITY BANCSHARES, INC.",CAPITAL CITY BSHRS,1,FRS,KS
1055539,20171231,10,500,QUINTON,UNITED STATES,0,0,"F.S.B. PROPERTIES, INC.",FSB PROPERTIES,1,FRS,OK
1055584,20171231,10,500,WASHINGTON,UNITED STATES,0,0,"WASHINGTON 1ST BANCO, INC.",WASHINGTON 1ST BANCO,1,FRS,KS
1055593,20171231,10,500,CLINTON,UNITED STATES,0,0,"CLINTON BANCSHARES, INC.",CLINTON BSHRS,1,FRS,OK
1055605,20171231,10,500,VICI,UNITED STATES,0,0,VICI BANCORPORATION,VICI BC,1,FRS,OK
1055623,20171231,10,500,OGALLALA,UNITED STATES,5006472,0,"ADBANC, INC.",ADBANC,1,FRS,NE
1055669,20171231,10,500,GREENLEAF,UNITED STATES,0,0,"PADGETT AGENCY, INC.",PADGETT AGY,1,FRS,KS
1055687,20171231,10,500,BUTTE,UNITED STATES,0,0,BUTTE STATE COMPANY,BUTTE ST CO,1,FRS,NE
1055696,20171231,10,500,COZAD,UNITED STATES,0,0,C.S.B. CO.,CSB CO,1,FRS,NE
1055708,20171231,10,500,CHEROKEE,UNITED STATES,0,0,"ALFALFA COUNTY BANCSHARES, INC.",ALFALFA CTY BSHRS,1,FRS,OK
1055717,20171231,10,500,OSBORNE,UNITED STATES,0,0,"OSBORNE INVESTMENTS, INC.",OSBORNE INV,1,FRS,KS
1055726,20171231,10,500,ARDMORE,UNITED STATES,0,0,"FIRST NATIONAL CORPORATION OF ARDMORE, INC.",FIRST NAT CORP,1,FRS,OK
1055762,20171231,10,500,MCALESTER,UNITED STATES,0,0,FIRST OF MCALESTER CORPORATION,FIRST OF MCALESTER CORP,1,FRS,OK
1055780,20171231,10,500,BROKEN BOW,UNITED STATES,0,0,"SOUTHEASTERN BANCSHARES, INC.",SOUTHEASTERN BSHRS,1,FRS,OK
1055838,20171231,10,500,UNIONTOWN,UNITED STATES,0,0,"UNION STATE BANCSHARES, INC.",UNION ST BSHRS,1,FRS,KS
1055847,20171231,10,500,HENDERSON,UNITED STATES,0,0,HENDERSON STATE COMPANY,HENDERSON ST CO,1,FRS,NE
1055865,20171231,10,500,BLUE MOUND,UNITED STATES,0,0,"DALE SPRAGUE ENTERPRISES, INC.",DALE SPRAGUE ENT,1,FRS,KS
1056125,20171231,10,500,CHAMBERS,UNITED STATES,0,0,"CHAMBANCO, INC.",CHAMBANCO,1,FRS,NE
1056134,20171231,10,500,ALTUS,UNITED STATES,0,0,"FIRST ALTUS BANCORP, INC.",FIRST ALTUS BC,1,FRS,OK
1056143,20171231,10,500,SCRIBNER,UNITED STATES,0,0,"SCRIBNER BANSHARES, INC.",SCRIBNER BSHRS,1,FRS,NE
1056161,20171231,10,500,LOS ALAMOS,UNITED STATES,0,549300QP9GRDFOOQFM86,TRINITY CAPITAL CORPORATION,TRINITY CAP CORP,1,FRS,NM
1056170,20171231,10,500,COOK,UNITED STATES,0,0,BANCOOK CORPORATION,BANCOOK CORP,1,FRS,NE
1056330,20171231,10,500,OKMULGEE,UNITED STATES,0,0,FIRST OKMULGEE CORPORATION,FIRST OKMULGEE CORP,1,FRS,OK
1056415,20171231,10,500,WISNER,UNITED STATES,0,0,CITIZENS NATIONAL CORPORATION,CITIZENS NAT CORP,1,FRS,NE
1056451,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,"FIRST BANCSHARES, INC.",FIRST BSHRS,1,FRS,KS
1056460,20171231,10,500,CAMERON,UNITED STATES,0,0,"OSBORN BANCSHARES, INC.",OSBORN BSHRS,1,FRS,MO
1056581,20171231,10,500,LINCOLN,UNITED STATES,0,5493001X68UNQFQP4F41,FIRST STATE HOLDING CO.,FIRST ST HOLD CO,1,FRS,NE
1056590,20171231,8,500,JEFFERSON CITY,UNITED STATES,2038409,0,"UNION STATE BANCSHARES, INC.",UNION ST BSHRS,1,FRS,MO
1056648,20171231,10,500,BENDENA,UNITED STATES,0,0,"BENDENA BANCSHARES, INC.",BENDENA BSHRS,1,FRS,KS
1056657,20171231,10,500,PRATT,UNITED STATES,0,0,"PEOPLES BANKSHARES LTD., THE",PEOPLES BSHRS,1,FRS,KS
1056684,20171231,10,500,MCALESTER,UNITED STATES,0,0,NBM CORPORATION,NBM CORP,1,FRS,OK
1056723,20171231,10,500,GRANDFIELD,UNITED STATES,0,0,FIRST OF GRANDFIELD CORPORATION,FIRST OF GRANDFIELD CORP,1,FRS,OK
1056732,20171231,10,500,PEYTON,UNITED STATES,0,0,"ARK VALLEY BANKSHARES, INC.",ARK VALLEY BSHRS,1,FRS,CO
1056769,20171231,10,500,SALINA,UNITED STATES,0,0,"OTTAWA BANCSHARES, INC.",OTTAWA BSHRS,1,FRS,KS
1056835,20171231,10,500,KANSAS CITY,UNITED STATES,1049341,0,"CBI-KANSAS, INC.",CBI KANSAS,1,FRS,MO
1056910,20171231,10,500,JAMESPORT,UNITED STATES,0,0,"COUNTRY BANCSHARES, INC.",COUNTRY BSHRS,1,FRS,MO
1056965,20171231,10,500,FAIRBURY,UNITED STATES,0,0,FIRST NATIONAL FAIRBURY CORPORATION,FIRST NAT FAIRBURY CORP,1,FRS,NE
1056983,20171231,10,500,ATOKA,UNITED STATES,0,0,"ATOKA STATE BANCORPORATION, INC.",ATOKA ST BC,1,FRS,OK
1056992,20171231,10,500,NORTON,UNITED STATES,0,0,"NORTON BANKSHARES, INC.",NORTON BSHRS,1,FRS,KS
1057065,20171231,10,500,LINDSAY,UNITED STATES,2816858,0,"AMERICAN HOLDING COMPANY OF LINDSAY, INC.",AMERICAN HC,1,FRS,OK
1057113,20171231,10,500,WEST POINT,UNITED STATES,0,0,"WEST POINT BANCORP, INC.",WEST POINT BC,1,FRS,NE
1057168,20171231,10,500,HYDRO,UNITED STATES,0,5493005Q5FFRDSDVS536,"HYDRO BANCSHARES, INC.",HYDRO BSHRS,1,FRS,OK
1057186,20171231,10,500,SYRACUSE,UNITED STATES,0,0,"VALLEY BANCORP, INC.",VALLEY BC,1,FRS,KS
1057216,20171231,10,500,GOULD,UNITED STATES,0,0,"REEVES BANCSHARES, INC.",REEVES BSHRS,1,FRS,OK
1057243,20171231,10,500,BUFFALO,UNITED STATES,0,0,"FIRST NATIONAL BUFFALO BANKSHARES, INC.",FIRST NAT BUFFALO BSHRS,1,FRS,WY
1057252,20171231,10,500,GOTHENBURG,UNITED STATES,0,0,"FIRST GOTHENBURG BANCSHARES, INC.",FIRST GOTHENBURG BSHRS,1,FRS,NE
1057289,20171231,10,500,SUBLETTE,UNITED STATES,0,0,"SANTA FE TRAIL BANC SHARES, INC.",SANTA FE TRAIL BSHRS,1,FRS,KS
1057430,20171231,10,500,VALLEY,UNITED STATES,0,0,"VALLEY BANK SHARES, INC.",VALLEY BSHRS,1,FRS,NE
1057515,20171231,10,500,EVEREST,UNITED STATES,0,0,"EVEREST BANCSHARES, INC.",EVEREST BSHRS,1,FRS,KS
1057588,20171231,10,500,TOPEKA,UNITED STATES,0,0,COMMERCE BANK AND TRUST HOLDING COMPANY,COMMERCE BK & TR HC,1,FRS,KS
1057618,20171231,10,500,PLATTE CITY,UNITED STATES,0,0,"PLATTE COUNTY BANCSHARES, INC.",PLATTE CTY BSHRS,1,FRS,MO
1057636,20171231,10,500,THOMAS,UNITED STATES,0,0,FIRST THOMAS BAN CORP.,FIRST THOMAS BC,1,FRS,OK
1057654,20171231,10,500,CHANDLER,UNITED STATES,0,0,FIRST CHANDLER CORP.,FIRST CHANDLER CORP,1,FRS,OK
1057702,20171231,10,500,LAWRENCE,UNITED STATES,1995103,0,"PEOPLES, INC.",PEOPLES,1,FRS,KS
1057784,20171231,10,500,ALTAMONT,UNITED STATES,0,0,"LABETTE COUNTY BANKSHARES, INC.",LABETTE CTY BSHRS,1,FRS,KS
1057850,20171231,10,500,SCOTTSBLUFF,UNITED STATES,0,0,"FIRST STATE BANCSHARES, INC.",FIRST ST BSHRS,1,FRS,NE
1057878,20171231,10,500,CLARKSON,UNITED STATES,0,0,CLARKSON MANAGEMENT COMPANY,CLARKSON MGMT CO,1,FRS,NE
