date,id_call,charter_type_call,name_legal_call,name_call,org_type_call,fed_district_code_call,city_call,country_call,state_call,fed_regulator2_call,lei_call,parent_id_call,common_id,id,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state
20171231.0,2040.0,200.0,FARMERS & MERCHANTS BANK,FARMERS & MRCHS BK,1.0,7.0,TOMAH,UNITED STATES,WI,FDIC,5493003PU4GOYGQN7E38,1245602.0,1245602.0,1245602,7,500,TOMAH,UNITED STATES,0,0,"F. & M. BANCORP OF TOMAH, INC.",F&M BC OF TOMAH,1,FRS,WI
20171231.0,2161.0,200.0,LAMAR NATIONAL BANK,LAMAR NB,1.0,11.0,PARIS,UNITED STATES,TX,OCC,0,1136906.0,1136906.0,1136906,11,500,PARIS,UNITED STATES,0,0,"LAMAR BANCORPORATION, INC.",LAMAR BC,1,FRS,TX
20171231.0,2376.0,300.0,ORITANI BANK,ORITANI BK,1.0,2.0,TOWNSHIP OF WASHINGTON,UNITED STATES,NJ,FDIC,549300XRBLWUN6J76L65,2692892.0,2692892.0,2692892,3,500,TOWNSHIP OF WASHINGTON,UNITED STATES,0,0,ORITANI FINANCIAL CORP,ORITANI FNCL CORP,1,FRS,NJ
20171231.0,2554.0,200.0,STATE BANK OF MARIETTA,STATE BK OF MARIETTA,1.0,9.0,MARIETTA,UNITED STATES,MN,FDIC,0,3615272.0,3615272.0,3615272,9,500,MARIETTA,UNITED STATES,0,0,"DAKOTA FINANCIAL, INC.",DAKOTA FNCL,1,FRS,MN
20171231.0,2732.0,200.0,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",ALBANY B&TC NA,1.0,7.0,CHICAGO,UNITED STATES,IL,OCC,0,1208933.0,1208933.0,1208933,7,500,CHICAGO,UNITED STATES,0,0,ALBANK CORPORATION,ALBANK CORP,1,FRS,IL
20171231.0,3252.0,200.0,"FIRST NATIONAL BANK OF GORDON, THE",FIRST NB OF GORDON,1.0,10.0,GORDON,UNITED STATES,NE,OCC,0,1050794.0,1050794.0,1050794,10,500,GORDON,UNITED STATES,1050794,0,ISHAM MANAGEMENT COMPANY,ISHAM MGMT CO,1,FRS,NE
20171231.0,3458.0,200.0,FARMERS BANK OF GREEN CITY,FARMERS BK,1.0,10.0,GREEN CITY,UNITED STATES,MO,FDIC,0,1061165.0,1061165.0,1061165,10,500,GREEN CITY,UNITED STATES,1061165,0,GREEN CITY BANCSHARES INC.,GREEN CITY BSHRS,1,FRS,MO
20171231.0,3971.0,300.0,MIDCOUNTRY BANK,MIDCOUNTRY BK,1.0,9.0,BLOOMINGTON,UNITED STATES,MN,OCC,0,3839902.0,3839902.0,3839902,6,500,MACON,UNITED STATES,0,0,MIDCOUNTRY FINANCIAL CORP,MIDCOUNTRY FNCL CORP,1,FRS,GA
20171231.0,4156.0,200.0,KANZA BANK,KANZA BK,1.0,10.0,KINGMAN,UNITED STATES,KS,FDIC,0,2325369.0,2325369.0,2325369,10,500,KINGMAN,UNITED STATES,0,0,KANZA FINANCIAL CORPORATION,KANZA FC,1,FRS,KS
20171231.0,4231.0,200.0,FARMERS AND MERCHANTS BANK,FARMERS & MRCH BK,1.0,6.0,SYLVANIA,UNITED STATES,GA,FDIC,0,1863239.0,1863239.0,1863239,6,500,SYLVANIA,UNITED STATES,0,0,"SCREVEN BANCSHARES, INC.",SCREVEN BSHRS,1,FRS,GA
20171231.0,4839.0,200.0,ABC BANK,ABC BK,1.0,7.0,CHICAGO,UNITED STATES,IL,FDIC,0,1143641.0,1143641.0,1143641,7,500,CHICAGO,UNITED STATES,0,0,GREATER CHICAGO FINANCIAL CORP.,GREATER CHICAGO FC,1,FRS,IL
20171231.0,5135.0,200.0,FIRST STATE BANK OF BLAKELY,FIRST ST BK OF BLAKELY,1.0,6.0,BLAKELY,UNITED STATES,GA,FDIC,0,1139840.0,1139840.0,1139840,6,500,BLAKELY,UNITED STATES,0,0,"FIRST STATE BANCSHARES OF BLAKELY, INC.",FIRST ST BSHRS OF BLAKELY,1,FRS,GA
20171231.0,5210.0,200.0,ACNB BANK,ACNB BK,1.0,3.0,GETTYSBURG,UNITED STATES,PA,FDIC,0,1117464.0,1117464.0,1117464,3,500,GETTYSBURG,UNITED STATES,0,0,ACNB CORPORATION,ACNB CORP,1,FRS,PA
20171231.0,5461.0,200.0,BAC COMMUNITY BANK,BAC CMNTY BK,1.0,12.0,STOCKTON,UNITED STATES,CA,FDIC,0,3033746.0,3033746.0,3033746,12,500,STOCKTON,UNITED STATES,0,0,BAC FINANCIAL INC.,BAC FNCL,1,FRS,CA
20171231.0,5751.0,200.0,KEARNY COUNTY BANK,KEARNY CTY BK,1.0,10.0,LAKIN,UNITED STATES,KS,FDIC,0,1061594.0,1061594.0,1061594,10,500,LAKIN,UNITED STATES,1061594,0,"LAKIN BANCSHARES, INC.",LAKIN BSHRS,1,FRS,KS
20171231.0,6039.0,200.0,PINELAND BANK,PINELAND BK,1.0,6.0,ALMA,UNITED STATES,GA,FDIC,0,1081622.0,1081622.0,1081622,6,500,ALMA,UNITED STATES,0,0,SOUTH BANKING COMPANY,SOUTH BKG CO,1,FRS,GA
20171231.0,6141.0,200.0,TALLAHATCHIE COUNTY BANK,TALLAHATCHIE COUNTY BK,1.0,8.0,CHARLESTON,UNITED STATES,MS,FDIC,0,1099775.0,1099775.0,1099775,8,500,CHARLESTON,UNITED STATES,0,0,TALLAHATCHIE HOLDING COMPANY,TALLAHATCHIE HOLDING CO,1,FRS,MS
20171231.0,6329.0,200.0,ANDERSON BROTHERS BANK,ANDERSON BROS BK,1.0,5.0,MULLINS,UNITED STATES,SC,FDIC,549300M4GZM7GG3EIV16,1138197.0,1138197.0,1138197,5,500,MULLINS,UNITED STATES,0,549300K0YPE5STTW8995,"ANDERSON BANCSHARES, INC.",ANDERSON BSHRS,1,FRS,SC
20171231.0,7009.0,200.0,BESSEMER TRUST COMPANY,BESSEMER TC,1.0,2.0,WOODBRIDGE,UNITED STATES,NJ,FDIC,549300NEQHXUX4MZIH22,1246159.0,1246159.0,1246159,2,500,WOODBRIDGE,UNITED STATES,0,0,"BESSEMER GROUP, INCORPORATED, THE",BESSEMER GRP,1,FRS,NJ
20171231.0,976703.0,200.0,"BESSEMER TRUST COMPANY, N.A.",BESSEMER TC NA,1.0,2.0,NEW YORK,UNITED STATES,NY,OCC,549300OTTCSOD5OCZ143,1246159.0,1246159.0,1246159,2,500,WOODBRIDGE,UNITED STATES,0,0,"BESSEMER GROUP, INCORPORATED, THE",BESSEMER GRP,1,FRS,NJ
20171231.0,2845782.0,250.0,"BESSEMER TRUST COMPANY OF CALIFORNIA, NATIONAL ASSOCIATION",BESSEMER TC OF CA NA,1.0,0.0,SAN FRANCISCO,UNITED STATES,CA,OCC,0,1246159.0,1246159.0,1246159,2,500,WOODBRIDGE,UNITED STATES,0,0,"BESSEMER GROUP, INCORPORATED, THE",BESSEMER GRP,1,FRS,NJ
20171231.0,3310287.0,250.0,"BESSEMER TRUST COMPANY OF DELAWARE, NATIONAL ASSOCIATION",BESSEMER TR CO OF DE NA,1.0,0.0,WILMINGTON,UNITED STATES,DE,OCC,0,1246159.0,1246159.0,1246159,2,500,WOODBRIDGE,UNITED STATES,0,0,"BESSEMER GROUP, INCORPORATED, THE",BESSEMER GRP,1,FRS,NJ
20171231.0,7045.0,200.0,"PEOPLES BANK, THE",PEOPLES BK,1.0,8.0,BROWNSTOWN,UNITED STATES,IN,FDIC,0,1130409.0,1130409.0,1130409,8,500,BROWNSTOWN,UNITED STATES,0,0,TPB BANCORP,TPB BANCORP,1,FRS,IN
20171231.0,7072.0,310.0,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,WALLKILL VALLEY FS&LA,1.0,2.0,WALLKILL,UNITED STATES,NY,OCC,549300BDZCCADL2HG292,5117592.0,5117592.0,5117592,3,500,WALLKILL,UNITED STATES,0,0,WALLKILL VALLEY BANCORP MHC,WALLKILL VALLEY BC MHC,6,FRS,NY
20171231.0,7456.0,200.0,BANK OF HARTINGTON,BANK OF HARTINGTON,1.0,10.0,HARTINGTON,UNITED STATES,NE,FRS,0,1063301.0,1063301.0,1063301,10,500,HARTINGTON,UNITED STATES,0,0,CEDAR BANCORP,CEDAR BC,1,FRS,NE
20171231.0,7634.0,200.0,"FOUR COUNTY BANK, THE",FOUR CTY BK,1.0,6.0,ALLENTOWN,UNITED STATES,GA,FDIC,0,1416457.0,1416457.0,1416457,6,500,ALLENTOWN,UNITED STATES,0,0,"FOUR COUNTY BANCSHARES, INC.",FOUR CTY BSHRS,1,FRS,GA
20171231.0,8033.0,200.0,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,PEOPLES B&TC POINTE COUPEE PAR,1.0,6.0,NEW ROADS,UNITED STATES,LA,FDIC,0,1084883.0,1084883.0,1084883,6,500,NEW ROADS,UNITED STATES,0,0,"PEOPLES BANCSHARES OF POINTE COUPEE PARISH, INC.",PEOPLES BSHRS OF POINTE COUPEE,1,FRS,LA
20171231.0,8462.0,200.0,"PERRYTON NATIONAL BANK, THE",PERRYTON NB,1.0,11.0,PERRYTON,UNITED STATES,TX,OCC,0,2454773.0,2454773.0,2454773,11,500,PERRYTON,UNITED STATES,0,0,"PERRYTON BANCSHARES, INC.",PERRYTON BSHRS,1,FRS,TX
20171231.0,8631.0,200.0,"PLEASANTS COUNTY BANK, THE",PLEASANTS CTY BK,1.0,5.0,SAINT MARYS,UNITED STATES,WV,FRS,0,2728447.0,2728447.0,2728447,5,500,SAINT MARYS,UNITED STATES,0,0,"PLEASANTS COUNTY BANKSHARES, INC.",PLEASANTS CTY BSHRS,1,FRS,WV
20171231.0,9357.0,200.0,FIDELITY BANK,FIDELITY BK,1.0,9.0,EDINA,UNITED STATES,MN,FDIC,0,3362923.0,3362923.0,3362923,9,500,MINNETONKA,UNITED STATES,0,0,FIDELITY HOLDING COMPANY,FIDELITY HC,1,FRS,MN
20171231.0,9553.0,200.0,ADAMS COUNTY BANK,ADAMS CTY BK,1.0,10.0,KENESAW,UNITED STATES,NE,FDIC,0,1053870.0,1053870.0,1053870,10,500,KENESAW,UNITED STATES,1053870,0,FIRST KENESAW COMPANY,FIRST KENESAW CO,1,FRS,NE
20171231.0,9807.0,200.0,AMBOY BANK,AMBOY BK,1.0,2.0,OLD BRIDGE,UNITED STATES,NJ,FRS,0,2611718.0,2611718.0,2611718,2,500,OLD BRIDGE,UNITED STATES,0,0,AMBOY BANCORPORATION,AMBOY BC,1,FRS,NJ
20171231.0,9955.0,200.0,"FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE",FIRST ST B&TC,1.0,10.0,LARNED,UNITED STATES,KS,FRS,0,1062425.0,1062425.0,1062425,10,500,OVERLAND PARK,UNITED STATES,0,0,FIRST STATE FINANCIAL CORPORATION,FIRST ST FC,1,FRS,KS
20171231.0,10250.0,200.0,"BANK OF ELK RIVER, THE",BANK OF ELK RIVER,1.0,9.0,ELK RIVER,UNITED STATES,MN,FDIC,549300M5DZ6P9KNT7H33,3027268.0,3027268.0,3027268,9,500,ELK RIVER,UNITED STATES,0,0,"METRO NORTH BANCSHARES, INC.",METRO NORTH BSHRS,1,FRS,MN
20171231.0,10849.0,200.0,FIRST STATE BANK,FIRST ST BK,1.0,8.0,LONOKE,UNITED STATES,AR,FDIC,0,1491614.0,1491614.0,1491614,8,500,LONOKE,UNITED STATES,0,549300YE9U5KLCUG8581,"LONOKE BANCSHARES, INC.",LONOKE BSHRS,1,FRS,AR
20171231.0,11145.0,200.0,LAKE-OSCEOLA STATE BANK,LAKE-OSCEOLA ST BK,1.0,7.0,BALDWIN,UNITED STATES,MI,FDIC,0,4764346.0,4764346.0,4764346,7,500,BALDWIN,UNITED STATES,0,0,LAKE FINANCIAL CORPORATION,LAKE FC,1,FRS,MI
20171231.0,11640.0,200.0,FIRST NATIONAL BANK OF CLARKSDALE,FIRST NB OF CLARKSDALE,1.0,8.0,CLARKSDALE,UNITED STATES,MS,OCC,0,1097100.0,1097100.0,1097100,8,500,CLARKSDALE,UNITED STATES,0,0,FIRST VALLEY NATIONAL CORP.,FIRST VALLEY NAT CORP,1,FRS,MS
20171231.0,11837.0,200.0,"FARMERS BANK, THE",FARMERS BK,1.0,6.0,GREENSBORO,UNITED STATES,GA,FDIC,0,1246252.0,1246252.0,1246252,6,500,EATONTON,UNITED STATES,0,0,PUTNAM-GREENE FINANCIAL CORPORATION,PUTNAM-GREENE FC,1,FRS,GA
20171231.0,64730.0,200.0,FARMERS & MERCHANTS BANK,FARMERS & MRCH BK,1.0,6.0,EATONTON,UNITED STATES,GA,FDIC,0,1246252.0,1246252.0,1246252,6,500,EATONTON,UNITED STATES,0,0,PUTNAM-GREENE FINANCIAL CORPORATION,PUTNAM-GREENE FC,1,FRS,GA
20171231.0,278733.0,200.0,"CITIZENS BANK OF COCHRAN, THE",CITIZENS BK OF COCHRAN,1.0,6.0,COCHRAN,UNITED STATES,GA,FDIC,0,1246252.0,1246252.0,1246252,6,500,EATONTON,UNITED STATES,0,0,PUTNAM-GREENE FINANCIAL CORPORATION,PUTNAM-GREENE FC,1,FRS,GA
20171231.0,823638.0,200.0,FIRST BANK OF COASTAL GEORGIA,FIRST BK OF COASTAL GA,1.0,6.0,PEMBROKE,UNITED STATES,GA,FDIC,0,1246252.0,1246252.0,1246252,6,500,EATONTON,UNITED STATES,0,0,PUTNAM-GREENE FINANCIAL CORPORATION,PUTNAM-GREENE FC,1,FRS,GA
20171231.0,12030.0,200.0,FNB SOUTH,FNB SOUTH,1.0,6.0,ALMA,UNITED STATES,GA,FDIC,0,1134041.0,1134041.0,1134041,6,500,ALMA,UNITED STATES,0,0,"FIRST BANK SHARES OF THE SOUTH EAST, INC.",FIRST BSHRS OF THE SE,1,FRS,GA
20171231.0,12142.0,200.0,"CLEVELAND STATE BANK, THE",CLEVELAND ST BK,1.0,8.0,CLEVELAND,UNITED STATES,MS,FDIC,0,1913684.0,1913684.0,1913684,8,500,CLEVELAND,UNITED STATES,0,0,"CLEVELAND STATE BANCORP, INC.",CLEVELAND STATE BC,1,FRS,MS
20171231.0,12311.0,200.0,"HUNTINGTON NATIONAL BANK, THE",HUNTINGTON NB,1.0,4.0,COLUMBUS,UNITED STATES,OH,OCC,0,1068191.0,1068191.0,1068191,4,500,COLUMBUS,UNITED STATES,0,0,HUNTINGTON BANCSHARES INCORPORATED,HUNTINGTON BSHRS,1,FRS,OH
20171231.0,12647.0,200.0,PORTAGE COUNTY BANK,PORTAGE CTY BK,1.0,7.0,ALMOND,UNITED STATES,WI,FDIC,0,1141133.0,1141133.0,1141133,7,500,ALMOND,UNITED STATES,0,0,"PORTAGE COUNTY BANCSHARES, INC.",PORTAGE CTY BSHRS,1,FRS,WI
20171231.0,12937.0,200.0,OAK BANK,OAK BK,1.0,7.0,CHICAGO,UNITED STATES,IL,FDIC,5493004AXW451N0CXE86,1201644.0,1201644.0,1201644,7,500,CHICAGO,UNITED STATES,0,0,RUSH-OAK CORPORATION,RUSH-OAK CORP,1,FRS,IL
20171231.0,12946.0,200.0,FARMERS BANK & TRUST COMPANY,FARMERS B&TC,1.0,8.0,MAGNOLIA,UNITED STATES,AR,FRS,549300GKNMX0ZXKVPE54,1135413.0,1135413.0,1135413,8,500,MAGNOLIA,UNITED STATES,0,0,MAGNOLIA BANKING CORPORATION,MAGNOLIA BKG CORP,1,FRS,AR
20171231.0,13103.0,300.0,BRISTOL COUNTY SAVINGS BANK,BRISTOL CTY SVG BK,1.0,1.0,TAUNTON,UNITED STATES,MA,FDIC,0,2388878.0,2388878.0,2388878,1,500,TAUNTON,UNITED STATES,0,0,BEACON BANCORP,BEACON BC,6,FRS,MA
20171231.0,13251.0,200.0,ELYSIAN BANK,ELYSIAN BK,1.0,9.0,ELYSIAN,UNITED STATES,MN,FDIC,0,1128947.0,1128947.0,1128947,9,500,ELYSIAN,UNITED STATES,0,0,"ELYSIAN, INC.",ELYSIAN,1,FRS,MN
20171231.0,13457.0,200.0,BANK OF LEWELLEN,BANK OF LEWELLEN,1.0,10.0,LEWELLEN,UNITED STATES,NE,FDIC,0,1063516.0,1063516.0,1063516,10,500,LEWELLEN,UNITED STATES,0,0,LEWELLEN NATIONAL CORP.,LEWELLEN NAT CORP,1,FRS,NE
20171231.0,14052.0,200.0,LINCOLN COMMUNITY BANK,LINCOLN CMNTY BK,1.0,9.0,MERRILL,UNITED STATES,WI,FDIC,0,3613504.0,3613504.0,3613504,9,500,RAPID CITY,UNITED STATES,0,0,JOHN T. VUCUREVICH FOUNDATION,JOHN T VUCUREVICH FOUNDATION,1,FRS,SD
20171231.0,54049.0,200.0,UNITED COMMUNITY BANK,UNITED CMNTY BK,1.0,7.0,POYNETTE,UNITED STATES,WI,FDIC,5493006F76Q4E2E2RJ61,3613504.0,3613504.0,3613504,9,500,RAPID CITY,UNITED STATES,0,0,JOHN T. VUCUREVICH FOUNDATION,JOHN T VUCUREVICH FOUNDATION,1,FRS,SD
20171231.0,65241.0,200.0,CLARKE COUNTY STATE BANK,CLARKE CTY ST BK,1.0,7.0,OSCEOLA,UNITED STATES,IA,FDIC,0,3613504.0,3613504.0,3613504,9,500,RAPID CITY,UNITED STATES,0,0,JOHN T. VUCUREVICH FOUNDATION,JOHN T VUCUREVICH FOUNDATION,1,FRS,SD
20171231.0,164854.0,200.0,UNITED BANK,UNITED BK,1.0,9.0,OSSEO,UNITED STATES,WI,FDIC,54930003F1EMW6SYJ110,3613504.0,3613504.0,3613504,9,500,RAPID CITY,UNITED STATES,0,0,JOHN T. VUCUREVICH FOUNDATION,JOHN T VUCUREVICH FOUNDATION,1,FRS,SD
20171231.0,199052.0,200.0,FARMERS STATE BANK,FARMERS ST BK,1.0,9.0,STICKNEY,UNITED STATES,SD,FDIC,0,3613504.0,3613504.0,3613504,9,500,RAPID CITY,UNITED STATES,0,0,JOHN T. VUCUREVICH FOUNDATION,JOHN T VUCUREVICH FOUNDATION,1,FRS,SD
20171231.0,14155.0,200.0,F & C BANK,F&C BK,1.0,10.0,HOLDEN,UNITED STATES,MO,FDIC,0,2168931.0,2168931.0,2168931,10,500,HOLDEN,UNITED STATES,0,0,"F&C BANCORP, INC.",F&C BC,1,FRS,MO
20171231.0,14650.0,200.0,BANK OF LOCUST GROVE,BANK OF LOCUST GROVE,1.0,10.0,LOCUST GROVE,UNITED STATES,OK,FRS,0,2224408.0,2224408.0,2224408,10,500,PRYOR,UNITED STATES,0,0,"FIRST PRYOR BANCORP, INC.",FIRST PRYOR BC,1,FRS,OK
20171231.0,391557.0,200.0,LAKESIDE BANK OF SALINA,LAKESIDE BK OF SALINA,1.0,10.0,SALINA,UNITED STATES,OK,FRS,0,2224408.0,2224408.0,2224408,10,500,PRYOR,UNITED STATES,0,0,"FIRST PRYOR BANCORP, INC.",FIRST PRYOR BC,1,FRS,OK
20171231.0,524953.0,200.0,FIRST PRYORITY BANK,FIRST PRYORITY BK,1.0,10.0,PRYOR,UNITED STATES,OK,FRS,0,2224408.0,2224408.0,2224408,10,500,PRYOR,UNITED STATES,0,0,"FIRST PRYOR BANCORP, INC.",FIRST PRYOR BC,1,FRS,OK
20171231.0,14865.0,200.0,BANK OF EASTERN OREGON,BANK OF EASTERN OR,1.0,12.0,HEPPNER,UNITED STATES,OR,FDIC,549300J0CQITHCF2G618,2615154.0,2615154.0,2615154,12,500,HEPPNER,UNITED STATES,0,549300YK5278Q5WYBY67,BEO BANCORP,BEO BC,1,FRS,OR
20171231.0,16551.0,200.0,NORTHVIEW BANK,NORTHVIEW BK,1.0,9.0,SANDSTONE,UNITED STATES,MN,FDIC,549300VJ9DGB4OZNPL63,1126037.0,1126037.0,1126037,9,500,FINLAYSON,UNITED STATES,0,0,"FINLAYSON BANCSHARES, INC.",FINLAYSON BSHRS,1,FRS,MN
20171231.0,761851.0,200.0,FIRST INDEPENDENT BANK,FIRST INDEPENDENT BK,1.0,9.0,RUSSELL,UNITED STATES,MN,FDIC,0,1126037.0,1126037.0,1126037,9,500,FINLAYSON,UNITED STATES,0,0,"FINLAYSON BANCSHARES, INC.",FINLAYSON BSHRS,1,FRS,MN
20171231.0,16748.0,200.0,"ELBERFELD STATE BANK, THE",ELBERFELD ST BK,1.0,8.0,ELBERFELD,UNITED STATES,IN,FRS,0,3105568.0,3105568.0,3105568,8,500,ELBERFELD,UNITED STATES,0,0,"ESB BANCORP, INC.",ESB BANCORP,1,FRS,IN
20171231.0,17110.0,200.0,"HAVERFORD TRUST COMPANY, THE",HAVERFORD TC,1.0,3.0,RADNOR,UNITED STATES,PA,FRS,0,4046640.0,4046640.0,4046640,3,500,RADNOR,UNITED STATES,0,0,DREXEL MORGAN & CO.,DREXEL MORGAN & CO,1,FRS,PA
20171231.0,17147.0,200.0,FIRST MERCHANTS BANK,FIRST MRCHS BK,1.0,7.0,MUNCIE,UNITED STATES,IN,FDIC,S0Q3AHZRL5K6VQE35M07,1208559.0,1208559.0,1208559,7,500,MUNCIE,UNITED STATES,0,TZTBT0OTGQ2FEK6XMX94,FIRST MERCHANTS CORPORATION,FIRST MRCHS CORP,1,FRS,IN
20171231.0,17259.0,200.0,"FIRST NATIONAL BANK IN MARLOW, THE",FIRST NB IN MARLOW,1.0,10.0,MARLOW,UNITED STATES,OK,OCC,0,2096164.0,2096164.0,2096164,10,500,MARLOW,UNITED STATES,0,0,"LEADER FIRST BANCORP, INC.",LEADER FIRST BC,1,FRS,OK
20171231.0,17950.0,200.0,"BANK OF BRIDGER, NATIONAL ASSOCIATION",BANK OF BRIDGER NA,1.0,9.0,BRIDGER,UNITED STATES,MT,OCC,549300DY5ZVXIORLFC39,1122310.0,1122310.0,1122310,9,500,BRIDGER,UNITED STATES,0,0,"BRIDGER COMPANY, THE",BRIDGER CO,1,FRS,MT
20171231.0,18050.0,200.0,"FIRST NATIONAL BANK OF BASTROP, THE",FIRST NB,1.0,11.0,BASTROP,UNITED STATES,TX,OCC,254900YTMXVNCWHCVS50,2410304.0,2410304.0,2410304,11,500,BASTROP,UNITED STATES,0,0,"BASTROP BANCSHARES, INC.",BASTROP BSHRS,1,FRS,TX
20171231.0,18135.0,200.0,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",SOUTH CENT BK NA,1.0,7.0,CHICAGO,UNITED STATES,IL,OCC,5493008KRFDENOBVE608,1889547.0,1889547.0,1889547,7,500,CHICAGO,UNITED STATES,0,0,FIRST BUSINESS BANCORP CO.,FIRST BUS BC CO,1,FRS,IL
20171231.0,18827.0,200.0,"NEXTIER BANK, NA",NEXTIER BK NA,1.0,4.0,KITTANNING,UNITED STATES,PA,OCC,549300TFEH2N4OKL5136,2264404.0,2264404.0,2264404,4,500,KITTANNING,UNITED STATES,0,549300P9Z68O0W6RWY48,NEXTIER INCORPORATED,NEXTIER,1,FRS,PA
20171231.0,18836.0,200.0,CAPON VALLEY BANK,CAPON VALLEY BK,1.0,5.0,WARDENSVILLE,UNITED STATES,WV,FDIC,254900JEEAUO1ZDBXW22,1131750.0,1131750.0,1131750,5,500,PETERSBURG,UNITED STATES,0,0,"HIGHLANDS BANKSHARES, INC.",HIGHLANDS BSHRS,1,FRS,WV
20171231.0,718538.0,200.0,"GRANT COUNTY BANK, THE",GRANT CTY BK,1.0,5.0,PETERSBURG,UNITED STATES,WV,FDIC,254900FAEHPIBKT6SS85,1131750.0,1131750.0,1131750,5,500,PETERSBURG,UNITED STATES,0,0,"HIGHLANDS BANKSHARES, INC.",HIGHLANDS BSHRS,1,FRS,WV
20171231.0,18854.0,200.0,BANK7,BANK7,1.0,10.0,OKLAHOMA CITY,UNITED STATES,OK,FRS,5493003OO8EG0RKSFX83,3256134.0,3256134.0,3256134,10,500,OKLAHOMA CITY,UNITED STATES,0,0,HAINES FINANCIAL CORP,HAINES FC,1,FRS,OK
20171231.0,19356.0,200.0,SECURITY BANK AND TRUST COMPANY,SECURITY B&TC,1.0,10.0,MIAMI,UNITED STATES,OK,FDIC,0,2410603.0,2410603.0,2410603,10,500,MIAMI,UNITED STATES,0,0,"SSB HOLDINGS, INC.",SSB HOLD,1,FRS,OK
