date,name_legal_call,lei_call,id_call,name_legal,lei,id,no_sub
20171231.0,FIDELITY BANK,0,9357.0,FIDELITY HOLDING COMPANY,0,3362923,1
20171231.0,ADAMS COUNTY BANK,0,9553.0,FIRST KENESAW COMPANY,0,1053870,1
20171231.0,AMBOY BANK,0,9807.0,AMBOY BANCORPORATION,0,2611718,1
20171231.0,"FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE",0,9955.0,FIRST STATE FINANCIAL CORPORATION,0,1062425,1
20171231.0,"BANK OF ELK RIVER, THE",549300M5DZ6P9KNT7H33,10250.0,"METRO NORTH BANCSHARES, INC.",0,3027268,1
20171231.0,FIRST STATE BANK,0,10849.0,"LONOKE BANCSHARES, INC.",549300YE9U5KLCUG8581,1491614,1
20171231.0,LAKE-OSCEOLA STATE BANK,0,11145.0,LAKE FINANCIAL CORPORATION,0,4764346,1
20171231.0,FIRST NATIONAL BANK OF CLARKSDALE,0,11640.0,FIRST VALLEY NATIONAL CORP.,0,1097100,1
20171231.0,"FARMERS BANK, THE",0,11837.0,PUTNAM-GREENE FINANCIAL CORPORATION,0,1246252,4
20171231.0,FARMERS & MERCHANTS BANK,0,64730.0,PUTNAM-GREENE FINANCIAL CORPORATION,0,1246252,4
20171231.0,"CITIZENS BANK OF COCHRAN, THE",0,278733.0,PUTNAM-GREENE FINANCIAL CORPORATION,0,1246252,4
20171231.0,FIRST BANK OF COASTAL GEORGIA,0,823638.0,PUTNAM-GREENE FINANCIAL CORPORATION,0,1246252,4
20171231.0,FNB SOUTH,0,12030.0,"FIRST BANK SHARES OF THE SOUTH EAST, INC.",0,1134041,1
20171231.0,"CLEVELAND STATE BANK, THE",0,12142.0,"CLEVELAND STATE BANCORP, INC.",0,1913684,1
20171231.0,"HUNTINGTON NATIONAL BANK, THE",0,12311.0,HUNTINGTON BANCSHARES INCORPORATED,0,1068191,1
20171231.0,PORTAGE COUNTY BANK,0,12647.0,"PORTAGE COUNTY BANCSHARES, INC.",0,1141133,1
20171231.0,OAK BANK,5493004AXW451N0CXE86,12937.0,RUSH-OAK CORPORATION,0,1201644,1
20171231.0,FARMERS BANK & TRUST COMPANY,549300GKNMX0ZXKVPE54,12946.0,MAGNOLIA BANKING CORPORATION,0,1135413,1
20171231.0,BRISTOL COUNTY SAVINGS BANK,0,13103.0,BEACON BANCORP,0,2388878,1
20171231.0,ELYSIAN BANK,0,13251.0,"ELYSIAN, INC.",0,1128947,1
20171231.0,BANK OF LEWELLEN,0,13457.0,LEWELLEN NATIONAL CORP.,0,1063516,1
20171231.0,LINCOLN COMMUNITY BANK,0,14052.0,JOHN T. VUCUREVICH FOUNDATION,0,3613504,5
20171231.0,UNITED COMMUNITY BANK,5493006F76Q4E2E2RJ61,54049.0,JOHN T. VUCUREVICH FOUNDATION,0,3613504,5
20171231.0,CLARKE COUNTY STATE BANK,0,65241.0,JOHN T. VUCUREVICH FOUNDATION,0,3613504,5
20171231.0,UNITED BANK,54930003F1EMW6SYJ110,164854.0,JOHN T. VUCUREVICH FOUNDATION,0,3613504,5
20171231.0,FARMERS STATE BANK,0,199052.0,JOHN T. VUCUREVICH FOUNDATION,0,3613504,5
20171231.0,F & C BANK,0,14155.0,"F&C BANCORP, INC.",0,2168931,1
20171231.0,BANK OF LOCUST GROVE,0,14650.0,"FIRST PRYOR BANCORP, INC.",0,2224408,3
20171231.0,LAKESIDE BANK OF SALINA,0,391557.0,"FIRST PRYOR BANCORP, INC.",0,2224408,3
20171231.0,FIRST PRYORITY BANK,0,524953.0,"FIRST PRYOR BANCORP, INC.",0,2224408,3
20171231.0,BANK OF EASTERN OREGON,549300J0CQITHCF2G618,14865.0,BEO BANCORP,549300YK5278Q5WYBY67,2615154,1
20171231.0,NORTHVIEW BANK,549300VJ9DGB4OZNPL63,16551.0,"FINLAYSON BANCSHARES, INC.",0,1126037,2
20171231.0,FIRST INDEPENDENT BANK,0,761851.0,"FINLAYSON BANCSHARES, INC.",0,1126037,2
20171231.0,"ELBERFELD STATE BANK, THE",0,16748.0,"ESB BANCORP, INC.",0,3105568,1
20171231.0,"HAVERFORD TRUST COMPANY, THE",0,17110.0,DREXEL MORGAN & CO.,0,4046640,1
20171231.0,FIRST MERCHANTS BANK,S0Q3AHZRL5K6VQE35M07,17147.0,FIRST MERCHANTS CORPORATION,TZTBT0OTGQ2FEK6XMX94,1208559,1
20171231.0,"FIRST NATIONAL BANK IN MARLOW, THE",0,17259.0,"LEADER FIRST BANCORP, INC.",0,2096164,1
20171231.0,"BANK OF BRIDGER, NATIONAL ASSOCIATION",549300DY5ZVXIORLFC39,17950.0,"BRIDGER COMPANY, THE",0,1122310,1
20171231.0,"FIRST NATIONAL BANK OF BASTROP, THE",254900YTMXVNCWHCVS50,18050.0,"BASTROP BANCSHARES, INC.",0,2410304,1
20171231.0,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",5493008KRFDENOBVE608,18135.0,FIRST BUSINESS BANCORP CO.,0,1889547,1
20171231.0,"NEXTIER BANK, NA",549300TFEH2N4OKL5136,18827.0,NEXTIER INCORPORATED,549300P9Z68O0W6RWY48,2264404,1
20171231.0,CAPON VALLEY BANK,254900JEEAUO1ZDBXW22,18836.0,"HIGHLANDS BANKSHARES, INC.",0,1131750,2
20171231.0,"GRANT COUNTY BANK, THE",254900FAEHPIBKT6SS85,718538.0,"HIGHLANDS BANKSHARES, INC.",0,1131750,2
20171231.0,BANK7,5493003OO8EG0RKSFX83,18854.0,HAINES FINANCIAL CORP,0,3256134,1
20171231.0,SECURITY BANK AND TRUST COMPANY,0,19356.0,"SSB HOLDINGS, INC.",0,2410603,1
20171231.0,CITIZENS BANK OF AMERICUS,0,19936.0,"CBA BANKSHARES, INC.",0,1976625,1
20171231.0,SECURITY BANK,0,20053.0,"SECURITY BANK SHARES, INC.",0,1128497,2
20171231.0,SECURITY STATE BANK,0,43052.0,"SECURITY BANK SHARES, INC.",0,1128497,2
20171231.0,MCNB BANK AND TRUST CO.,549300JRZJXS01TP9N73,20633.0,"MCNB BANKS, INC.",0,2913083,1
20171231.0,GRANITE FALLS BANK,0,20857.0,"INDEPENDENT BANCSHARES, INC.",549300TSE8H82NSXXB45,2466235,3
20171231.0,F&M BANK MINNESOTA,0,114251.0,"INDEPENDENT BANCSHARES, INC.",549300TSE8H82NSXXB45,2466235,3
20171231.0,SECURITY STATE BANK OF FERGUS FALLS,0,942258.0,"INDEPENDENT BANCSHARES, INC.",549300TSE8H82NSXXB45,2466235,3
20171231.0,AMERICAN STATE BANK OF GRYGLA,0,21359.0,GRYGLA FINANCIAL CORPORATION,0,1857760,1
20171231.0,TECHE BANK AND TRUST COMPANY,0,21630.0,"LOUISIANA COMMUNITY BANCORP, INC.",0,2909554,5
20171231.0,TRI-PARISH BANK,0,483032.0,"LOUISIANA COMMUNITY BANCORP, INC.",0,2909554,5
20171231.0,CITY SAVINGS BANK & TRUST COMPANY,0,541035.0,"LOUISIANA COMMUNITY BANCORP, INC.",0,2909554,5
20171231.0,KAPLAN STATE BANK,0,983130.0,"LOUISIANA COMMUNITY BANCORP, INC.",0,2909554,5
20171231.0,COASTAL COMMERCE BANK,0,2760102.0,"LOUISIANA COMMUNITY BANCORP, INC.",0,2909554,5
20171231.0,ALLIANCE BANK,0,21658.0,"GEBSCO, INC.",0,1126082,1
20171231.0,UNION BANK & TRUST COMPANY,549300FDWHVG4HSERS14,22048.0,FIRST UNION FINANCIAL CORPORATION,549300HS3U1JMC036Y87,1098880,1
20171231.0,STATE SAVINGS BANK,0,22543.0,"CENTRAL-STATE BANCORP, INC.",0,1245666,2
20171231.0,CENTRAL STATE BANK,0,682545.0,"CENTRAL-STATE BANCORP, INC.",0,1245666,2
20171231.0,FIRST SOUTHEAST BANK,2549005NOWEBRK8ETH26,22552.0,"FIRST SOUTHEASTERN BANC GROUP, INC.",0,1137510,1
20171231.0,WEST UNION BANK,0,22730.0,"TRI-COUNTY BANCORP, INC.",0,3068289,1
20171231.0,FARMERS & MERCHANTS BANK,0,22936.0,"FMB EQUIBANC, INC.",0,2922348,1
20171231.0,"FIRST NATIONAL BANK OF HENNING, THE",0,23456.0,"HENNING BANCSHARES, INC.",0,1125290,2
20171231.0,"FIRST NATIONAL BANK OF BATTLE LAKE, THE",0,333052.0,"HENNING BANCSHARES, INC.",0,1125290,2
20171231.0,BNB BANK,549300UWA74T8PF7KY34,23504.0,"BRIDGE BANCORP, INC.",0,1416523,1
20171231.0,COMMERCIAL BANK & TRUST COMPANY,0,23643.0,"DREW BANCSHARES, INC.",0,1098198,1
20171231.0,FIRST NATIONAL COMMUNITY BANK,549300Q26XXW77S35W27,23755.0,ONE CORPORATION,0,1124118,1
20171231.0,PCSB BANK,0,24006.0,PCSB FINANCIAL CORPORATION,0,5079476,2
20171231.0,PCSB COMMERCIAL BANK,0,3121081.0,PCSB FINANCIAL CORPORATION,0,5079476,2
20171231.0,ROCKY MOUNTAIN BANK,549300366GOK32ZOOH49,24453.0,"TETON FINANCIAL SERVICES, INC.",0,4365529,1
20171231.0,BTH BANK NATIONAL ASSOCIATION,0,24668.0,"BT HOLDINGS, INC.",0,3488681,1
20171231.0,WELLS FARGO INTERNATIONAL BANKING CORPORATION,54930073KPK5VO6G0E21,24837.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,"WELLS FARGO BANK, LTD.",0,167565.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,"WELLS FARGO BANK, NATIONAL ASSOCIATION",KB1H1DSPRFMYMCUFXT09,451965.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,"WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION",5493007K4IDDY8NNT424,688079.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,WELLS FARGO FINANCIAL NATIONAL BANK,0,1225761.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION",0,2362458.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,"WELLS FARGO DELAWARE TRUST COMPANY, NATIONAL ASSOCIATION",0,2531991.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,"WELLS FARGO INTERNATIONAL FINANCE, LLC",0,3385968.0,"WFC HOLDINGS, LLC",OT19FZZ6Z7A27CCLDY33,2741679,8
20171231.0,BARABOO STATE BANK,54930065PWY9N8KCRQ96,24949.0,"BARABOO BANCORPORATION, INC., THE",0,1209248,1
20171231.0,FIRST SECURE BANK AND TRUST CO.,0,25647.0,COMMUNITY HOLDINGS CORPORATION,0,2479404,1
20171231.0,"BROADWAY FEDERAL BANK, F.S.B.",0,26176.0,BROADWAY FINANCIAL CORPORATION,0,3260841,1
20171231.0,"INTEGRITY FIRST BANK, NATIONAL ASSOCIATION",254900BJAOL0DFF9A885,26242.0,"MOUNTAIN HOME BANCSHARES, INC.",0,1098415,1
20171231.0,LA MONTE COMMUNITY BANK,0,26457.0,"COUNTRY AGENCIES & INVESTMENTS, INC.",0,1053339,3
20171231.0,BANK OF ODESSA,0,819453.0,"COUNTRY AGENCIES & INVESTMENTS, INC.",0,1053339,3
20171231.0,COMMERCIAL BANK OF OAK GROVE,0,829452.0,"COUNTRY AGENCIES & INVESTMENTS, INC.",0,1053339,3
20171231.0,VANTAGE BANK TEXAS,0,26765.0,"VANTAGE BANCORP, INC.",0,3551080,1
20171231.0,BLACKHAWK BANK,OTQ7L99FG3H1GQVQBT56,27548.0,"BLACKHAWK BANCORP, INC.",0,1491913,1
20171231.0,"ANDOVER BANK, THE",0,27614.0,"ANDOVER BANCORP, INC.",0,1071913,1
20171231.0,DIAMOND BANK,254900YY36UO9MBPH808,27847.0,BAINUM BANCORP,0,1491333,1
20171231.0,NORTHFIELD BANK,0,28013.0,"NORTHFIELD BANCORP, INC.",0,3132863,1
20171231.0,HARVEST BANK,54930076NULTCIRS5P09,28152.0,"CATTAIL BANCSHARES, INC.",0,1133549,2
20171231.0,CITIZENS STATE BANK OF WAVERLY (INCORPORATED),549300X6N7SHY5D9U195,213958.0,"CATTAIL BANCSHARES, INC.",0,1133549,2
20171231.0,"FIRST NATIONAL BANK OF BEEVILLE, THE",549300E48FRXMPIEQ102,28255.0,FIRST BEEVILLE FINANCIAL CORPORATION,0,1130771,1
20171231.0,BLUE HILLS BANK,FJMKG323P0YU76XURH25,28406.0,"BLUE HILLS BANCORP, INC.",0,3742020,1
20171231.0,PEOPLES BANK & TRUST COMPANY,0,28732.0,"PEOPLES BANCORP, INC.",0,1131554,1
20171231.0,"CITIZENS BANK OF PHILADELPHIA, THE",0,29636.0,CITIZENS HOLDING COMPANY,0,1083475,1
20171231.0,AMISTAD BANK,0,30052.0,EDEN FINANCIAL CORPORATION,0,1140967,2
20171231.0,TEXAS FINANCIAL BANK DBA THE EDEN STATE BANK,0,656658.0,EDEN FINANCIAL CORPORATION,0,1140967,2
20171231.0,NORTHWAY BANK,549300MKT4KNKP08CQ45,30502.0,"NORTHWAY FINANCIAL, INC.",5493006VN282B4KCIN50,2582827,1
20171231.0,LAKE COMMUNITY BANK,549300F0NHQ63TK82210,30650.0,"TYSAN CORPORATION, THE",0,1125085,2
20171231.0,PINE COUNTRY BANK,549300HDE2HTZZL30G11,761459.0,"TYSAN CORPORATION, THE",0,1125085,2
20171231.0,DISCOVER BANK,X05BVSK68TQ7YTOSNR22,30810.0,DISCOVER FINANCIAL SERVICES,Z1YLO2USPORE63VVUL20,3846375,2
20171231.0,BANK OF NEW CASTLE,0,1404940.0,DISCOVER FINANCIAL SERVICES,Z1YLO2USPORE63VVUL20,3846375,2
20171231.0,"FIRST NATIONAL BANK OF WAYNESBORO, THE",0,31134.0,FIRST BURKE BANKING COMPANY,0,1137752,1
20171231.0,CENTRAL BANK,5493005J49KPXDXUC959,31255.0,"CENTRAL BANCSHARES, INC.",549300N48082XGYJQJ37,1106468,1
20171231.0,POWELL VALLEY NATIONAL BANK,254900GBKSHEUZ4PGG08,31826.0,"POWELL VALLEY BANKSHARES, INC.",0,1249271,1
20171231.0,BANK OF ANGUILLA,0,31835.0,PYRAMID FINANCIAL CORPORATION,0,3664216,1
20171231.0,FIRST NATIONAL BANK AND TRUST COMPANY,549300NQEVX22YVYW384,32234.0,"TS CONTRARIAN BANCSHARES, INC.",0,4718134,2
20171231.0,"BANK OF TIOGA, THE",5493003KAGPHV2OJT577,768953.0,"TS CONTRARIAN BANCSHARES, INC.",0,4718134,2
20171231.0,LAKESIDE NATIONAL BANK,0,32766.0,"LAKESIDE BANCSHARES, INC.",0,1108033,1
20171231.0,FARMERS BANK AND TRUST COMPANY,0,33147.0,FARMERS BANCORP INC.,0,1247615,1
20171231.0,"ROSCOE STATE BANK, THE",549300H1IFC5OSWPR637,33268.0,ROSCOE FINANCIAL CORPORATION,0,1909445,1
20171231.0,PEOPLES STATE BANK OF COLFAX,0,33839.0,PEOPLES FINANCIAL CORPORATION,0,2128896,1
20171231.0,FRONTIER BANK,0,33857.0,"FRONTIER HOLDINGS, LLC",0,3309713,1
20171231.0,VIRGINIA COMMONWEALTH BANK,0,34425.0,"BAY BANKS OF VIRGINIA, INC.",0,2560665,1
20171231.0,MAGNOLIA STATE BANK,5493007YWPQ2TU6YIG45,34434.0,"MAGNOLIA STATE CORPORATION, THE",0,1084016,1
20171231.0,"FIRST NATIONAL BANK OF PARK FALLS, THE",0,34452.0,"PARK FALLS AGENCY, INC.",0,1122543,1
20171231.0,SEACOAST NATIONAL BANK,0,34537.0,SEACOAST BANKING CORPORATION OF FLORIDA,0,1085013,1
20171231.0,MACON-ATLANTA STATE BANK,0,34555.0,"MACON-ATLANTA BANCORP, INC.",0,1133062,1
20171231.0,FIRST WESTERN BANK,54930013SG5BXUL3G429,34742.0,"FIRST WESTERN BANCSHARES, INC.",0,1100091,1
20171231.0,ALLIANT BANK,0,35057.0,"NEMO BANCSHARES, INC",0,2352253,1
20171231.0,STATE STREET BANK AND TRUST COMPANY,571474TGEMMWANRLN572,35301.0,STATE STREET CORPORATION,549300ZFEEJ2IP5VME73,1111435,4
20171231.0,"STATE STREET BANK AND TRUST COMPANY, N.A.",0,93619.0,STATE STREET CORPORATION,549300ZFEEJ2IP5VME73,1111435,4
20171231.0,STATE STREET INTERNATIONAL HOLDINGS,0,348104.0,STATE STREET CORPORATION,549300ZFEEJ2IP5VME73,1111435,4
20171231.0,"STATE STREET BANK AND TRUST COMPANY OF CALIFORNIA, N.A.",0,812164.0,STATE STREET CORPORATION,549300ZFEEJ2IP5VME73,1111435,4
20171231.0,INVESTORS BANK,5493002VB77GOYB9O402,35570.0,"INVESTORS BANCORP, INC.",0,2477754,1
20171231.0,BONDUEL STATE BANK,0,35646.0,"BONDUEL BANCORP, INC.",0,1839252,1
20171231.0,EAST WISCONSIN SAVINGS BANK,254900FSTRXV05536767,35879.0,"WISCONSIN MUTUAL BANCORP, MHC",0,5085990,1
20171231.0,COMMUNITY FIRST BANK,0,36456.0,UNIBANC CORP.,0,1472118,1
20171231.0,FIRST STATE BANK,0,36933.0,CSRA BANK CORP.,0,1493672,1
20171231.0,PIGEON FALLS STATE BANK,254900TSKS1LGJIUMN67,37051.0,"PFSB BANCORPORATION, INC.",0,2765282,1
20171231.0,BANK OF ONTARIO,0,37341.0,"ONTARIO BANCORPORATION, INC.",0,1209592,1
20171231.0,UNITED BANK,0,37435.0,UNITED BANK CORPORATION,0,1082777,1
20171231.0,GERMAN AMERICAN BANCORP,5493002JDOI3GTNVUD76,37640.0,"GERMAN AMERICAN BANCORP, INC.",0,1098620,1
20171231.0,BANK OF RANTOUL,549300R0W5CSOLTQYX76,37949.0,"BANCORP OF RANTOUL, INC.",0,1138526,1
20171231.0,OWEN COUNTY STATE BANK,54930004Z0FN1LYUET14,38740.0,OWEN FINANCIAL CORPORATION,0,1207954,1
20171231.0,"CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND",5493005NXMQ7SP5TOF96,39327.0,"CALVIN B. TAYLOR BANKSHARES, INC.",0,2391300,1
20171231.0,NBC OKLAHOMA,54930076IPVDX26EBK58,39756.0,NBC CORP. OF OKLAHOMA,0,1066003,1
20171231.0,RICHTON BANK & TRUST COMPANY,0,40033.0,"CENTON BANCORP, INC.",0,2782609,1
20171231.0,HARBORONE BANK,0,40499.0,HARBORONE MUTUAL BANCSHARES,0,4973362,1
20171231.0,ESB BANK,5493001HOFQNI04A3474,40855.0,"EITZEN INDEPENDENTS, INC.",0,1127687,1
20171231.0,PIONEER BANK,0,41629.0,"PIONEER BANKSHARES, INC.",0,1076422,1
20171231.0,FARMERS STATE BANK OF DANFORTH,0,41937.0,"PRAIRIE STATE BANCORP, INC.",0,1427529,1
20171231.0,BANK OF NEWMAN GROVE,0,41955.0,FIRST NEWMAN GROVE BANKSHARES CORP.,0,1058688,1
20171231.0,PEOPLES EXCHANGE BANK OF MONROE COUNTY,0,42037.0,"PEOPLES EXCHANGE BANCSHARES, INC.",0,1138870,1
20171231.0,"COMMERCIAL NATIONAL BANK OF BRADY, THE",0,42354.0,COMMERCIAL NATIONAL CORPORATION,0,1103207,1
20171231.0,FIRST COMMONWEALTH BANK,VN1JLT1F3FLLVN3FZG89,42420.0,FIRST COMMONWEALTH FINANCIAL CORPORATION,0,1071306,1
20171231.0,FIRST NATIONAL BANK,0,42448.0,"FIRST PARAGOULD BANKSHARES, INC.",0,1119383,1
20171231.0,COMMERCIAL BANK OF NELSON,0,42457.0,"C L C ENTERPRISES, INC.",0,1053142,1
20171231.0,PEOPLES STATE BANK,0,43351.0,"FINANCIAL SHARES, INC.",0,2935496,1
20171231.0,BRIDGE CITY STATE BANK,0,43959.0,"AMTEX BANCSHARES, INC.",0,1131899,3
20171231.0,PAVILLION BANK,0,500658.0,"AMTEX BANCSHARES, INC.",0,1131899,3
20171231.0,PEOPLES STATE BANK,0,586960.0,"AMTEX BANCSHARES, INC.",0,1131899,3
20171231.0,CITIZENS BANK,549300CABYW2DE2UTD57,44741.0,CITBA FINANCIAL CORPORATION,0,1207208,1
20171231.0,CITIZENS BANK OF NEWBURG,0,44750.0,"NEWBURG INSURANCE AGENCY, INC.",0,1118621,1
20171231.0,"FIRST NATIONAL BANK OF MCCONNELSVILLE, THE",0,44929.0,"FNB SHARES, INC.",0,1137891,1
20171231.0,STATE BANK OF DAVIS,0,45038.0,"FORESIGHT FINANCIAL GROUP, INC.",0,1137453,6
20171231.0,LENA STATE BANK,0,478533.0,"FORESIGHT FINANCIAL GROUP, INC.",0,1137453,6
20171231.0,GERMAN-AMERICAN STATE BANK,549300ZTG888WY6L8M95,556936.0,"FORESIGHT FINANCIAL GROUP, INC.",0,1137453,6
20171231.0,NORTHWEST BANK OF ROCKFORD,2138007DQF1WY8NDYM18,685649.0,"FORESIGHT FINANCIAL GROUP, INC.",0,1137453,6
20171231.0,STATE BANK OF HERSCHER,0,879336.0,"FORESIGHT FINANCIAL GROUP, INC.",0,1137453,6
20171231.0,STATE BANK,0,2791517.0,"FORESIGHT FINANCIAL GROUP, INC.",0,1137453,6
20171231.0,"FIRST NATIONAL BANK AT PARIS, THE",0,45047.0,"UNION BANKSHARES, INC.",0,1099805,2
20171231.0,"UNION BANK OF MENA, THE",0,86349.0,"UNION BANKSHARES, INC.",0,1099805,2
20171231.0,PLATTE VALLEY BANK,0,45056.0,"PLATTE VALLEY BANCORP, INC.",0,4045027,1
20171231.0,VINTAGE BANK KANSAS,0,45458.0,"VINTAGE BANCORP, INC.",0,4399337,1
20171231.0,BANK MIDWEST,549300USNPUCH96WTF23,45551.0,GOODENOW BANCORPORATION,0,1203714,1
20171231.0,JEFFERSON BANK,549300RXHLK3XT6SD946,45560.0,"JEFFERSON BANCSHARES, INC.",5493009HVWSAHN85QL37,1109290,1
20171231.0,"STATE BANK OF FARIBAULT, THE",0,46053.0,"FARIBAULT BANCSHARES, INC.",0,1126158,1
20171231.0,FARMERS BANK AND TRUST COMPANY,0,46941.0,"UNITED BANCORP OF PRINCETON, INC.",0,1098554,1
20171231.0,"DART BANK, THE",5493008P6YO2KM3EO556,47247.0,DART FINANCIAL CORPORATION,0,3726196,1
20171231.0,FIRST NATIONAL BANK OF BENTON,0,47452.0,NORTHWEST BANCSHARES CORPORATION,0,1982176,1
20171231.0,PRAIRIE BANK OF KANSAS,0,48057.0,"FARMERS NATIONAL BANCSHARES, INC.",0,1980592,1
