id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state,common_id
1064278,20170930.0,10,500,WICHITA,UNITED STATES,1064278,549300UT14PGK0YPUU83,INTRUST FINANCIAL CORPORATION,INTRUST FC,1,FRS,KS,1064278.0
1064728,20170930.0,10,500,OKLAHOMA CITY,UNITED STATES,1064728,0,"FIRST FIDELITY BANCORP, INC.",FIRST FIDELITY BC,1,FRS,OK,1064728.0
1066209,20170930.0,10,500,OMAHA,UNITED STATES,1066209,0,LAURITZEN CORPORATION,LAURITZEN CORP,1,FRS,NE,1066209.0
1066713,20170930.0,10,500,DENVER,UNITED STATES,1066713,0,FIRSTSUN CAPITAL BANCORP,FIRSTSUN CAP BC,1,FRS,CO,1066713.0
1066898,20170930.0,8,500,WARRENSBURG,UNITED STATES,1094314,0,"WARRENSBURG BANCSHARES, INC.",WARRENSBURG BSHRS,1,FRS,MO,1066898.0
1068025,20170930.0,4,500,CLEVELAND,UNITED STATES,1068025,RKPI3RZGV1V1FJTH5T61,KEYCORP,KEYCORP,1,FRS,OH,1068025.0
1068191,20170930.0,4,500,COLUMBUS,UNITED STATES,1068191,0,HUNTINGTON BANCSHARES INCORPORATED,HUNTINGTON BSHRS,1,FRS,OH,1068191.0
1069778,20170930.0,4,500,PITTSBURGH,UNITED STATES,1069778,CFGNEKW0P8842LEUIA51,"PNC FINANCIAL SERVICES GROUP, INC., THE",PNC FNCL SVC GROUP,1,FRS,PA,1069778.0
1070345,20170930.0,4,500,CINCINNATI,UNITED STATES,1070345,0,FIFTH THIRD BANCORP,FIFTH THIRD BC,1,FRS,OH,1070345.0
1070420,20170930.0,4,500,MOUNT STERLING,UNITED STATES,1070420,0,"TRADITIONAL BANCORPORATION, INC.",TRADITIONAL BC,1,FRS,KY,1070420.0
1070448,20170930.0,4,500,WHEELING,UNITED STATES,1070448,0,"WESBANCO, INC.",WESBANCO,1,FRS,WV,1070448.0
1070578,20170930.0,4,500,MARIETTA,UNITED STATES,1070578,I70W3N0Z6KOX8FYIH023,PEOPLES BANCORP INC.,PEOPLES BC,1,FRS,OH,1070578.0
1070644,20170930.0,4,500,PIKEVILLE,UNITED STATES,1070644,0,"COMMUNITY TRUST BANCORP, INC.",COMMUNITY TR BC,1,FRS,KY,1070644.0
1070765,20170930.0,4,500,MCARTHUR,UNITED STATES,1070765,0,"COMMUNITY BANCSHARES, INC.",COMMUNITY BSHRS,1,FRS,OH,1070765.0
1070831,20170930.0,4,500,PARIS,UNITED STATES,1070831,0,"KENTUCKY BANCSHARES, INC.",KENTUCKY BSHRS INC,1,FRS,KY,1070831.0
1071191,20170930.0,4,500,CANFIELD,UNITED STATES,1071191,0,FARMERS NATIONAL BANC CORP.,FARMERS NAT BC,1,FRS,OH,1071191.0
1071276,20170930.0,4,500,CINCINNATI,UNITED STATES,1071276,0,FIRST FINANCIAL BANCORP,FIRST FNCL BC,1,FRS,OH,1071276.0
1071306,20170930.0,4,500,INDIANA,UNITED STATES,1071306,0,FIRST COMMONWEALTH FINANCIAL CORPORATION,FIRST COMMONWEALTH FNCL CORP,1,FRS,PA,1071306.0
1071397,20170930.0,4,500,INDIANA,UNITED STATES,1071397,0,"S&T BANCORP, INC.",S&T BC,1,FRS,PA,1071397.0
1073757,20170930.0,5,500,CHARLOTTE,UNITED STATES,1073757,9DJT3UXIJIZJI4WXO774,BANK OF AMERICA CORPORATION,BANK OF AMER CORP,1,FRS,NC,1073757.0
1074156,20170930.0,5,500,WINSTON-SALEM,UNITED STATES,1074156,549300DRQQI75D2JP341,BB&T CORPORATION,BB&T CORP,1,FRS,NC,1074156.0
1075612,20170930.0,5,500,RALEIGH,UNITED STATES,1075612,549300N3Z00ZHE2XC526,"FIRST CITIZENS BANCSHARES, INC.",FIRST CITIZENS BSHRS,1,FRS,NC,1075612.0
1075694,20170930.0,5,500,MOUNT OLIVE,UNITED STATES,1075694,0,"SOUTHERN BANCSHARES (N.C.), INC.",SOUTHERN BSHRS NC,1,FRS,NC,1075694.0
1075881,20170930.0,5,500,KILMARNOCK,UNITED STATES,1075881,0,"CHESAPEAKE FINANCIAL SHARES, INC.",CHESAPEAKE FNCL SHARES,1,FRS,VA,1075881.0
1076217,20170930.0,5,500,CHARLESTON,UNITED STATES,1076217,0,"UNITED BANKSHARES, INC.",UNITED BSHRS,1,FRS,WV,1076217.0
1076262,20170930.0,5,500,CHARLESTON,UNITED STATES,1076262,0,CITY HOLDING COMPANY,CITY HC,1,FRS,WV,1076262.0
1076431,20170930.0,5,500,SOUTHERN PINES,UNITED STATES,1076431,0,FIRST BANCORP,FIRST BC,1,FRS,NC,1076431.0
1076691,20170930.0,5,500,DANVILLE,UNITED STATES,1076691,0,AMERICAN NATIONAL BANKSHARES INC.,AMERICAN NAT BSHRS,1,FRS,VA,1076691.0
1077120,20170930.0,6,500,ORLANDO,UNITED STATES,1131787,0,SUNTRUST BANK HOLDING COMPANY,SUNTRUST BHC,1,FRS,FL,1077120.0
1078529,20170930.0,6,500,HOUSTON,UNITED STATES,1078529,549300PVR24K1H0JRI53,"BBVA COMPASS BANCSHARES, INC.",BBVA COMPASS BSHRS,1,FRS,TX,1078529.0
1078846,20170930.0,6,500,COLUMBUS,UNITED STATES,1078846,549300EIUS8UN5JTLE54,SYNOVUS FINANCIAL CORP.,SYNOVUS FC,1,FRS,GA,1078846.0
1079562,20170930.0,6,500,JACKSON,UNITED STATES,1079562,5493000HPQ4D2RZ79739,TRUSTMARK CORPORATION,TRUSTMARK CORP,1,FRS,MS,1079562.0
1080595,20170930.0,6,500,BRANDON,UNITED STATES,1080595,54930036RUVQH1EB9J90,"COMMUNITY BANCSHARES OF MISSISSIPPI, INC.",COMMUNITY BSHRS OF MS,1,FRS,MS,1080595.0
1081118,20170930.0,6,500,ATLANTA,UNITED STATES,1081118,0,FIDELITY SOUTHERN CORPORATION,FIDELITY SOUTHERN CORP,1,FRS,GA,1081118.0
1081239,20170930.0,6,500,WAUCHULA,UNITED STATES,1081239,0,CREWS BANKING CORPORATION,CREWS BKG CORP,1,FRS,FL,1081239.0
1081538,20170930.0,6,500,MOULTRIE,UNITED STATES,1081538,0,SOUTHWEST GEORGIA FINANCIAL CORPORATION,SOUTHWEST GA FC,1,FRS,GA,1081538.0
1081716,20170930.0,6,500,CHATTANOOGA,UNITED STATES,1081716,0,FIRST VOLUNTEER CORPORATION,FIRST VOLUNTEER CORP,1,FRS,TN,1081716.0
1082067,20170930.0,6,500,MOULTRIE,UNITED STATES,1082067,PBJHNT51T5V6G5UQFV42,AMERIS BANCORP,AMERIS BC,1,FRS,GA,1082067.0
1082209,20170930.0,6,500,SHEFFIELD,UNITED STATES,1082209,0,"BANCINDEPENDENT, INCORPORATED",BANCINDEPENDENT,1,FRS,AL,1082209.0
1082777,20170930.0,6,500,BARNESVILLE,UNITED STATES,1082777,0,UNITED BANK CORPORATION,UNITED BC,1,FRS,GA,1082777.0
1083475,20170930.0,6,500,PHILADELPHIA,UNITED STATES,1083475,0,CITIZENS HOLDING COMPANY,CITIZENS HC,1,FRS,MS,1083475.0
1083783,20170930.0,6,500,COLUMBIA,UNITED STATES,1083783,0,FIRST FARMERS AND MERCHANTS CORPORATION,FIRST FARMERS & MRCH CORP,1,FRS,TN,1083783.0
1085013,20170930.0,6,500,STUART,UNITED STATES,1085013,0,SEACOAST BANKING CORPORATION OF FLORIDA,SEACOAST BKG CORP OF FL,1,FRS,FL,1085013.0
1085170,20170930.0,6,500,FITZGERALD,UNITED STATES,1085170,0,"COLONY BANKCORP, INC.",COLONY BC,1,FRS,GA,1085170.0
1085509,20170930.0,6,500,TALLAHASSEE,UNITED STATES,1085509,0,"CAPITAL CITY BANK GROUP, INC.",CAPITAL CITY BK GRP,1,FRS,FL,1085509.0
1086131,20170930.0,6,500,BATON ROUGE,UNITED STATES,1086131,0,"FIRST NATIONAL BANKERS BANKSHARES, INC.",FIRST NAT BKR BSHRS,1,FRS,LA,1086131.0
1086533,20170930.0,6,500,GULFPORT,UNITED STATES,1086533,549300GRNBWY8HIICT41,HANCOCK HOLDING COMPANY,HANCOCK HC,1,FRS,MS,1086533.0
1086654,20170930.0,6,500,LAFAYETTE,UNITED STATES,1086654,0,"MIDSOUTH BANCORP, INC.",MIDSOUTH BC,1,FRS,LA,1086654.0
1090987,20170930.0,4,500,CHICAGO,UNITED STATES,1090987,0,"MB FINANCIAL, INC.",MB FNCL,1,FRS,IL,1090987.0
1094314,20170930.0,8,500,JEFFERSON CITY,UNITED STATES,1094314,0,"CENTRAL BANCOMPANY, INC",CENTRAL BANCOMPANY INC,1,FRS,MO,1094314.0
1094556,20170930.0,8,500,SAINT LOUIS,UNITED STATES,1094556,0,"STUPP BROS., INC.",STUPP BROS,1,FRS,MO,1094556.0
1094640,20170930.0,8,500,MEMPHIS,UNITED STATES,1094640,TF3RXI1ZB1TQ30H9JV10,FIRST HORIZON NATIONAL CORPORATION,FIRST HORIZON NAT CORP,1,FRS,TN,1094640.0
1094828,20170930.0,8,500,PINE BLUFF,UNITED STATES,1094828,0,SIMMONS FIRST NATIONAL CORPORATION,SIMMONS FIRST NAT CORP,1,FRS,AR,1094828.0
1095674,20170930.0,8,500,BENTONVILLE,UNITED STATES,1095674,PW6XHTL8UAL7DB8VUQ11,"ARVEST BANK GROUP, INC.",ARVEST BK GRP,1,FRS,AR,1095674.0
1096484,20170930.0,8,500,INDIANOLA,UNITED STATES,1096484,0,PLANTERS HOLDING COMPANY,PLANTERS HOLDING COMPANY,1,FRS,MS,1096484.0
1096505,20170930.0,8,500,SEARCY,UNITED STATES,1096505,0,FIRST SECURITY BANCORP,FIRST SECURITY BANCORP,1,FRS,AR,1096505.0
1097025,20170930.0,8,500,LOUISVILLE,UNITED STATES,1097025,0,"REPUBLIC BANCORP, INC.",REPUBLIC BANCORP,1,FRS,KY,1097025.0
1097182,20170930.0,7,500,CHATHAM,UNITED STATES,1097182,0,"UNITED COMMUNITY BANCORP, INC.",UNITED CMNTY BC,1,FRS,IL,1097182.0
1097306,20170930.0,8,500,RIDGELAND,UNITED STATES,1097306,0,BANCPLUS CORPORATION,BANCPLUS CORP,1,FRS,MS,1097306.0
1097566,20170930.0,8,500,SHELBYVILLE,UNITED STATES,1097566,0,"CITIZENS UNION BANCORP OF SHELBYVILLE, INC.",CITIZENS UNION BANCORP,1,FRS,KY,1097566.0
1097614,20170930.0,8,500,TUPELO,UNITED STATES,1097614,OUG18NR543384L2ZB309,"BANCORPSOUTH, INC.",BANCORPSOUTH,1,FRS,MS,1097614.0
1097771,20170930.0,8,500,GREENWOOD,UNITED STATES,1097771,0,STATE CAPITAL CORPORATION,STATE CAPITAL CORP,1,FRS,MS,1097771.0
1098303,20170930.0,8,500,EVANSVILLE,UNITED STATES,1098303,549300MMK90CL5KMVX16,OLD NATIONAL BANCORP,OLD NAT BC,1,FRS,IN,1098303.0
1098620,20170930.0,8,500,JASPER,UNITED STATES,1098620,0,"GERMAN AMERICAN BANCORP, INC.",GERMAN AMER BC,1,FRS,IN,1098620.0
1098648,20170930.0,8,500,DES PERES,UNITED STATES,1098648,0,"CASS INFORMATION SYSTEMS, INC.",CASS INFO SYS,1,FRS,MO,1098648.0
1098732,20170930.0,8,500,FRANKFORT,UNITED STATES,1098732,0,FARMERS CAPITAL BANK CORPORATION,FARMERS CAPITAL BK CORP,1,FRS,KY,1098732.0
1098796,20170930.0,8,500,DYERSBURG,UNITED STATES,1098796,0,"FIRST CITIZENS BANCSHARES, INC.",FIRST CITIZENS BSHRS,1,FRS,TN,1098796.0
1098844,20170930.0,8,500,TUPELO,UNITED STATES,1098844,549300OVE6OZHW2UUH81,RENASANT CORPORATION,RENASANT CORP,1,FRS,MS,1098844.0
1099917,20170930.0,8,500,FARMINGTON,UNITED STATES,1099917,0,"FIRST STATE BANCSHARES, INC.",FIRST ST BSHRS,1,FRS,MO,1099917.0
1100813,20170930.0,11,500,GEORGETOWN,UNITED STATES,1100813,0,"FIRST TEXAS BANCORP, INC.",FIRST TX BC,1,FRS,TX,1100813.0
1102312,20170930.0,11,500,ABILENE,UNITED STATES,1102312,549300XN3GTGOENGNV49,"FIRST FINANCIAL BANKSHARES, INC.",FIRST FNCL BSHRS,1,FRS,TX,1102312.0
1102367,20170930.0,11,500,SAN ANTONIO,UNITED STATES,1102367,0,"CULLEN/FROST BANKERS, INC.",CULLEN/FROST BKR,1,FRS,TX,1102367.0
1102451,20170930.0,11,500,UVALDE,UNITED STATES,1102451,0,"BRISCOE RANCH, INC.",BRISCOE RANCH,1,FRS,TX,1102451.0
1103766,20170930.0,11,500,LONGVIEW,UNITED STATES,1103766,0,LONGVIEW FINANCIAL CORPORATION,LONGVIEW FC,1,FRS,TX,1103766.0
1103878,20170930.0,11,500,TEXAS CITY,UNITED STATES,1103878,0,"TEXAS INDEPENDENT BANCSHARES, INC.",TEXAS INDEPENDENT BSHRS,1,FRS,TX,1103878.0
1104231,20170930.0,11,500,LAREDO,UNITED STATES,1104231,549300Y16R531AU8TX77,INTERNATIONAL BANCSHARES CORPORATION,INTERNATIONAL BSHRS CORP,1,FRS,TX,1104231.0
1104923,20170930.0,11,500,WACO,UNITED STATES,1104923,0,EXTRACO CORPORATION,EXTRACO CORP,1,FRS,TX,1104923.0
1106280,20170930.0,11,500,JACINTO CITY,UNITED STATES,1106280,0,"CAPITAL BANCORP, INC.",CAPITAL BC,1,FRS,TX,1106280.0
1106879,20170930.0,11,500,SAN ANTONIO,UNITED STATES,1106879,0,"BROADWAY BANCSHARES, INC.",BROADWAY BSHRS,1,FRS,TX,1106879.0
1107205,20170930.0,11,500,AMARILLO,UNITED STATES,1107205,0,"AMARILLO NATIONAL BANCORP, INC.",AMARILLO NAT BC,1,FRS,TX,1107205.0
1107522,20170930.0,11,500,GALVESTON,UNITED STATES,1107522,0,"MOODY BANCSHARES, INC.",MOODY BSHRS,1,FRS,TX,1107522.0
1108033,20170930.0,11,500,ROCKWALL,UNITED STATES,1108033,0,"LAKESIDE BANCSHARES, INC.",LAKESIDE BSHRS,1,FRS,TX,1108033.0
1108097,20170930.0,11,500,KILLEEN,UNITED STATES,1108097,0,"FIRST COMMUNITY BANCSHARES, INC.",FIRST CMNTY BSHRS,1,FRS,TX,1108097.0
1108163,20170930.0,11,500,DIMMITT,UNITED STATES,1108163,0,"PLAINS BANCORP, INC.",PLAINS BC,1,FRS,TX,1108163.0
1108350,20170930.0,11,500,JACKSONVILLE,UNITED STATES,1108350,0,"AUSTIN BANCORP, INC.",AUSTIN BC,1,FRS,TX,1108350.0
1108707,20170930.0,11,500,PERRYTON,UNITED STATES,1108707,549300SXT5ZEGZA5ES98,"FIRSTPERRYTON BANCORP, INC.",FIRSTPERRYTON BC,1,FRS,TX,1108707.0
1108967,20170930.0,11,500,ARTESIA,UNITED STATES,1108967,0,"FIRST ARTESIA BANCSHARES, INC.",FIRST ARTESIA BSHRS,1,FRS,NM,1108967.0
1109094,20170930.0,11,500,FARMERS BRANCH,UNITED STATES,1109094,0,INDEPENDENT BANKERS FINANCIAL CORPORATION,INDEPENDENT BKR FC,1,FRS,TX,1109094.0
1109290,20170930.0,11,500,SAN ANTONIO,UNITED STATES,1109290,5493009HVWSAHN85QL37,"JEFFERSON BANCSHARES, INC.",JEFFERSON BSHRS,1,FRS,TX,1109290.0
1109599,20170930.0,11,500,HOUSTON,UNITED STATES,1109599,0,"PROSPERITY BANCSHARES, INC.",PROSPERITY BSHRS,1,FRS,TX,1109599.0
1109834,20170930.0,11,500,MIDLAND,UNITED STATES,1109834,0,"FIRST WEST TEXAS BANCSHARES, INC.",FIRST WEST TX BSHRS,1,FRS,TX,1109834.0
1109964,20170930.0,11,500,CORPUS CHRISTI,UNITED STATES,1109964,0,AMERICAN BANK HOLDING CORPORATION,AMERICAN BK HOLDING CORP,1,FRS,TX,1109964.0
1111088,20170930.0,1,500,MEDFORD,UNITED STATES,1111088,0,"CENTURY BANCORP, INC.",CENTURY BC,1,FRS,MA,1111088.0
1111435,20170930.0,1,500,BOSTON,UNITED STATES,1111435,549300ZFEEJ2IP5VME73,STATE STREET CORPORATION,STATE STREET CORP,1,FRS,MA,1111435.0
1115013,20170930.0,1,500,CAMBRIDGE,UNITED STATES,1115013,0,CAMBRIDGE BANCORP,CAMBRIDGE BC,1,FRS,MA,1115013.0
1115349,20170930.0,1,500,WESTERLY,UNITED STATES,1115349,J66MZFCNJPP3PERHZW54,"WASHINGTON TRUST BANCORP, INC.",WASHINGTON TR BC,1,FRS,RI,1115349.0
1115385,20170930.0,1,500,BAR HARBOR,UNITED STATES,1115385,0,BAR HARBOR BANKSHARES,BAR HARBOR BSHRS,1,FRS,ME,1115385.0
1116609,20170930.0,3,500,SOUDERTON,UNITED STATES,1116609,0,UNIVEST CORPORATION OF PENNSYLVANIA,UNIVEST CORP OF PA,1,FRS,PA,1116609.0
1117129,20170930.0,3,500,LANCASTER,UNITED STATES,1117129,0,FULTON FINANCIAL CORPORATION,FULTON FNCL CORP,1,FRS,PA,1117129.0
1117316,20170930.0,3,500,JOHNSTOWN,UNITED STATES,1117316,0,"AMERISERV FINANCIAL, INC",AMERISERV FNCL,1,FRS,PA,1117316.0
1117455,20170930.0,3,500,DOWNINGTOWN,UNITED STATES,1117455,0,DNB FINANCIAL CORPORATION,DNB FNCL CORP,1,FRS,PA,1117455.0
1117464,20170930.0,3,500,GETTYSBURG,UNITED STATES,1117464,0,ACNB CORPORATION,ACNB CORP,1,FRS,PA,1117464.0
1117688,20170930.0,3,500,WILLIAMSPORT,UNITED STATES,1117688,0,"PENNS WOODS BANCORP, INC.",PENNS WOODS BC,1,FRS,PA,1117688.0
1118238,20170930.0,3,500,CHAMBERSBURG,UNITED STATES,1118238,0,FRANKLIN FINANCIAL SERVICES CORPORATION,FRANKLIN FNCL SVC CORP,1,FRS,PA,1118238.0
1118265,20170930.0,3,500,BERWICK,UNITED STATES,1118265,0,FIRST KEYSTONE CORPORATION,FIRST KEYSTONE CORP,1,FRS,PA,1118265.0
1118340,20170930.0,3,500,CLEARFIELD,UNITED STATES,1118340,0,CNB FINANCIAL CORPORATION,CNB FC,1,FRS,PA,1118340.0
1118368,20170930.0,3,500,MANSFIELD,UNITED STATES,1118368,0,"CITIZENS FINANCIAL SERVICES, INC.",CITIZENS FNCL SVC,1,FRS,PA,1118368.0
1118434,20170930.0,3,500,QUAKERTOWN,UNITED STATES,1118434,0,QNB CORP.,QNB CORP,1,FRS,PA,1118434.0
1118797,20170930.0,8,500,CLAYTON,UNITED STATES,1118797,549300F1PZXPI9NZ8874,"FIRST BANKS, INC.",FIRST BKS,1,FRS,MO,1118797.0
1118854,20170930.0,8,500,OWENSBORO,UNITED STATES,1118854,0,"INDEPENDENCE BANCSHARES, INC.",INDEPENDENCE BSHRS,1,FRS,KY,1118854.0
1119383,20170930.0,8,500,PARAGOULD,UNITED STATES,1119383,0,"FIRST PARAGOULD BANKSHARES, INC.",FIRST PARAGOULD BSHRS,1,FRS,AR,1119383.0
1119404,20170930.0,8,500,IRVINGTON,UNITED STATES,1119404,0,"FIRST BRECKINRIDGE BANCSHARES, INC.",FIRST BRECKINRIDGE BSHRS,1,FRS,KY,1119404.0
