source,lender_TopRSSDID,lender_TopName,normalized_name,id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state,normalized_name_x,fuzzy_matched_name_fr,fuzzy_matched_name_call,normalized_name_y
1.0,1073757,BANK OF AMERICA CORPORATION,bank of america corporation,1073757,20171231,5,500,CHARLOTTE,UNITED STATES,0,9DJT3UXIJIZJI4WXO774,BANK OF AMERICA CORPORATION,BANK OF AMER CORP,1,FRS,NC,,,,
1.0,1074156,BB&T CORPORATION,bbt corporation,1074156,20171231,5,500,WINSTON-SALEM,UNITED STATES,0,549300DRQQI75D2JP341,BB&T CORPORATION,BB&T CORP,1,FRS,NC,,,,
1.0,1076208,YORK BANCSHARES INC,york bancshares incorporated,1076208,20171231,5,500,YORK,UNITED STATES,0,0,"YORK BANCSHARES, INC.",YORK BSHRS,1,FRS,SC,,,,
1.0,1076673,OLD POINT FINANCIAL CORPORATION,old point financial corporation,1076673,20171231,5,500,HAMPTON,UNITED STATES,0,0,OLD POINT FINANCIAL CORPORATION,OLD POINT FC,1,FRS,VA,,,,
1.0,1076703,VIRGINIA COMMUNITY BANKSHARES INC,virginia community bankshares incorporated,1076703,20171231,5,500,LOUISA,UNITED STATES,0,0,"VIRGINIA COMMUNITY BANKSHARES, INC.",VIRGINIA CMNTY BSHRS,1,FRS,VA,,,,
1.0,1078846,SYNOVUS FINANCIAL CORP,synovus financial corporation,1078846,20171231,6,500,COLUMBUS,UNITED STATES,0,549300EIUS8UN5JTLE54,SYNOVUS FINANCIAL CORP.,SYNOVUS FC,1,FRS,GA,,,,
1.0,1079562,TRUSTMARK CORPORATION,trustmark corporation,1079562,20171231,6,500,JACKSON,UNITED STATES,0,5493000HPQ4D2RZ79739,TRUSTMARK CORPORATION,TRUSTMARK CORP,1,FRS,MS,,,,
1.0,1080803,VOLUNTEER STATE BANCSHARES INC,volunteer state bancshares incorporated,1080803,20171231,6,500,PORTLAND,UNITED STATES,0,0,"VOLUNTEER STATE BANCSHARES, INC.",VOLUNTEER ST BSHRS,1,FRS,TN,,,,
1.0,1082067,AMERIS BANCORP,ameris bancorp,1082067,20171231,6,500,MOULTRIE,UNITED STATES,0,PBJHNT51T5V6G5UQFV42,AMERIS BANCORP,AMERIS BC,1,FRS,GA,,,,
1.0,1085460,CLINTON BANCSHARES INC,clinton bancshares incorporated,1055593,20171231,10,500,CLINTON,UNITED STATES,0,0,"CLINTON BANCSHARES, INC.",CLINTON BSHRS,1,FRS,OK,,,,
1.0,1094314,CENTRAL BANCOMPANY INC,central bancompany incorporated,1094314,20171231,8,500,JEFFERSON CITY,UNITED STATES,0,0,"CENTRAL BANCOMPANY, INC",CENTRAL BANCOMPANY INC,1,FRS,MO,,,,
1.0,1094613,DELTA BANCSHARES COMPANY,delta bancshares company,1094613,20171231,8,500,SAINT LOUIS,UNITED STATES,0,0,DELTA BANCSHARES COMPANY,DELTA BSHRS CO,1,FRS,MO,,,,
1.0,1094828,SIMMONS FIRST NATIONAL CORPORATION,simmons first national corporation,1094828,20171231,8,500,PINE BLUFF,UNITED STATES,0,0,SIMMONS FIRST NATIONAL CORPORATION,SIMMONS FIRST NAT CORP,1,FRS,AR,,,,
3.0,1095674,ARVEST BANK GROUP INC,arvest bank group incorporated,1095674,20171231,8,500,BENTONVILLE,UNITED STATES,0,PW6XHTL8UAL7DB8VUQ11,"ARVEST BANK GROUP, INC.",ARVEST BK GRP,1,FRS,AR,,,,
1.0,1095722,TOWN & COUNTRY BANCSHARES INC,town country bancshares incorporated,1095722,20171231,8,500,SALEM,UNITED STATES,0,0,"TOWN & COUNTRY BANCSHARES, INC",TOWN & COUNTRY BSHRS,1,FRS,MO,,,,
1.0,1095722,TOWN & COUNTRY BANCSHARES INC,town country bancshares incorporated,2725660,20171231,10,500,NORMAN,UNITED STATES,0,0,"TOWN & COUNTRY BANCSHARES, INC.",TOWN & COUNTRY BSHRS,1,FRS,OK,,,,
1.0,1095843,MAGNOLIA BANCSHARES INC,magnolia bancshares incorporated,1095843,20171231,8,500,HODGENVILLE,UNITED STATES,0,0,"MAGNOLIA BANCSHARES, INC.",MAGNOLIA BSHRS,1,FRS,KY,,,,
3.0,1095889,FIRST ILLINOIS BANCORP INC,first illinois bancorp incorporated,1095889,20171231,8,500,EAST SAINT LOUIS,UNITED STATES,0,0,"FIRST ILLINOIS BANCORP, INC.",FIRST IL BANCORP,1,FRS,IL,,,,
1.0,1097025,REPUBLIC BANCORP INC,republic bancorp incorporated,1097025,20171231,8,500,LOUISVILLE,UNITED STATES,0,0,"REPUBLIC BANCORP, INC.",REPUBLIC BANCORP,1,FRS,KY,,,,
1.0,1098303,OLD NATIONAL BANCORP,old national bancorp,1098303,20171231,8,500,EVANSVILLE,UNITED STATES,0,549300MMK90CL5KMVX16,OLD NATIONAL BANCORP,OLD NAT BC,1,FRS,IN,,,,
1.0,1099896,MOSCOW BANCSHARES INC,moscow bancshares incorporated,1099896,20171231,8,500,PIPERTON,UNITED STATES,0,0,"MOSCOW BANCSHARES, INC.",MOSCOW BSHRS,1,FRS,TN,,,,
1.0,1099917,FIRST STATE BANCSHARES INC,first state bancshares incorporated,1057850,20171231,10,500,SCOTTSBLUFF,UNITED STATES,0,0,"FIRST STATE BANCSHARES, INC.",FIRST ST BSHRS,1,FRS,NE,,,,
3.0,1101726,TEXAS GULF BANCSHARES INC,texas gulf bancshares incorporated,1101726,20171231,11,500,HOUSTON,UNITED STATES,0,0,"TEXAS GULF BANCSHARES, INC.",TEXAS GULF BSHRS,1,FRS,TX,,,,
1.0,1103391,COMMERCE BANCSHARES INC,commerce bancshares incorporated,1049341,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,"COMMERCE BANCSHARES, INC.",COMMERCE BSHRS,1,FRS,MO,,,,
1.0,1104567,CENDERA FINANCIAL HOLDINGS INC,cendera financial holdings incorporated,1104567,20171231,11,500,BELLS,UNITED STATES,0,0,"CENDERA FINANCIAL HOLDINGS, INC.",CENDERA FNCL HOLDS,1,FRS,TX,,,,
1.0,1107184,SOUTHERN BANCSHARES INC,southern bancshares incorporated,1107184,20171231,11,500,HOUSTON,UNITED STATES,0,0,"SOUTHERN BANCSHARES, INC.",SOUTHERN BSHRS,1,FRS,TX,,,,
3.0,1109553,VAN ALSTYNE FINANCIAL CORPORATION,van alstyne financial corporation,1109553,20171231,11,500,VAN ALSTYNE,UNITED STATES,0,0,VAN ALSTYNE FINANCIAL CORPORATION,VAN ALSTYNE FC,1,FRS,TX,,,,
1.0,1109599,PROSPERITY BANCSHARES INC,prosperity bancshares incorporated,1109599,20171231,11,500,HOUSTON,UNITED STATES,0,0,"PROSPERITY BANCSHARES, INC.",PROSPERITY BSHRS,1,FRS,TX,,,,
1.0,1118948,COMMONWEALTH BANCSHARES INC,commonwealth bancshares incorporated,1118948,20171231,8,500,LOUISVILLE,UNITED STATES,0,0,"COMMONWEALTH BANCSHARES, INC.",COMMONWEALTH BSHRS,1,FRS,KY,,,,
2.0,1119794,US BANCORP,us bancorp,1119794,20171231,9,500,MINNEAPOLIS,UNITED STATES,0,N1GZ7BBF3NP8GI976H15,U.S. BANCORP,U S BC,1,FRS,MN,,,,
1.0,1120754,WELLS FARGO & COMPANY,wells fargo company,1120754,20171231,12,500,SAN FRANCISCO,UNITED STATES,0,PBLD0EJDB5FWOLXP3B76,WELLS FARGO & COMPANY,WELLS FARGO & CO,1,FRS,CA,,,,
3.0,1123670,FIRST INTERSTATE BANCSYSTEM INC,first interstate bancsystem incorporated,1123670,20171231,9,500,BILLINGS,UNITED STATES,0,0,"FIRST INTERSTATE BANCSYSTEM, INC.",FIRST INTRST BANCSYSTEM,1,FRS,MT,,,,
1.0,1129382,POPULAR INC,popular incorporated,1129382,20171231,2,500,SAN JUAN,PUERTO RICO,0,0,"POPULAR, INC.",POPULAR,1,FRS,PR,,,,
1.0,1129690,TRIAD BANCSHARES INC,triad bancshares incorporated,1129690,20171231,10,500,TULSA,UNITED STATES,0,0,"TRIAD BANCSHARES, INC.",TRIAD BSHRS,1,FRS,OK,,,,
1.0,1131497,SMARTFINANCIAL INC,smartfinancial incorporated,1131497,20171231,6,500,KNOXVILLE,UNITED STATES,0,0,"SMARTFINANCIAL, INC.",SMARTFINANCIAL,1,FRS,TN,,,,
1.0,1131602,DEVON BANCORP INC,devon bancorp incorporated,1131602,20171231,7,500,CHICAGO,UNITED STATES,0,0,"DEVON BANCORP, INC.",DEVON BC,1,FRS,IL,,,,
1.0,1131787,SUNTRUST BANKS INC,suntrust banks incorporated,1131787,20171231,6,500,ATLANTA,UNITED STATES,0,0,"SUNTRUST BANKS, INC.",SUNTRUST BK,1,FRS,GA,,,,
1.0,1133428,QUINLAN BANCSHARES INC,quinlan bancshares incorporated,1133428,20171231,11,500,PLANO,UNITED STATES,0,0,"QUINLAN BANCSHARES, INC.",QUINLAN BSHRS,1,FRS,TX,,,,
1.0,1133503,CANANDAIGUA NATIONAL CORPORATION,canandaigua national corporation,1133503,20171231,2,500,CANANDAIGUA,UNITED STATES,0,549300ZMWSV3XTQGUA75,CANANDAIGUA NATIONAL CORPORATION,CANANDAIGUA NAT CORP,1,FRS,NY,,,,
1.0,1134564,FIRST INDEPENDENCE CORPORATION,first independence corporation,1134564,20171231,7,500,DETROIT,UNITED STATES,0,0,FIRST INDEPENDENCE CORPORATION,FIRST INDEP CORP,1,FRS,MI,,,,
1.0,1136577,MACON BANCTRUST INC,macon banctrust incorporated,1136577,20171231,6,500,LAFAYETTE,UNITED STATES,0,0,"MACON BANCTRUST, INC.",MACON BANCTRUST,1,FRS,TN,,,,
1.0,1136661,OCEAN BANKSHARES INC,ocean bankshares incorporated,1136661,20171231,6,500,MIAMI,UNITED STATES,0,0,"OCEAN BANKSHARES, INC.",OCEAN BSHRS,1,FRS,FL,,,,
3.0,1137453,FORESIGHT FINANCIAL GROUP INC,foresight financial group incorporated,1137453,20171231,7,500,WINNEBAGO,UNITED STATES,0,0,"FORESIGHT FINANCIAL GROUP, INC.",FORESIGHT FNCL GRP,1,FRS,IL,,,,
1.0,1138393,WARREN COUNTY BANCSHARES INC,warren county bancshares incorporated,1138393,20171231,8,500,WARRENTON,UNITED STATES,0,0,"WARREN COUNTY BANCSHARES, INC.",WARREN CTY BSHRS,1,FRS,MO,,,,
2.0,1139279,NBT BANCORP INC,nbt bancorp incorporated,1139279,20171231,2,500,NORWICH,UNITED STATES,0,0,NBT BANCORP INC.,NBT BC,1,FRS,NY,,,,
3.0,1139345,TRICOUNTY FINANCIAL GROUP INC,tricounty financial group incorporated,1139345,20171231,7,500,MENDOTA,UNITED STATES,0,5493000KYEYQ6K6IYC31,"TRI-COUNTY FINANCIAL GROUP, INC.",TRI-COUNTY FNCL GRP,1,FRS,IL,,,,
1.0,1139541,PEOPLES FINANCIAL SERVICES CORPORATION,peoples financial services corporation,1139541,20171231,3,500,SCRANTON,UNITED STATES,0,0,PEOPLES FINANCIAL SERVICES CORPORATION,PEOPLES FS CORP,1,FRS,PA,,,,
1.0,1145476,WEBSTER FINANCIAL CORPORATION,webster financial corporation,1145476,20171231,1,500,WATERBURY,UNITED STATES,0,KMRURHT0VWKYS6Z5KU67,WEBSTER FINANCIAL CORPORATION,WEBSTER FNCL CORP,1,FRS,CT,,,,
1.0,1199563,ASSOCIATED BANCCORP,associated banccorp,1199563,20171231,7,500,GREEN BAY,UNITED STATES,0,549300N3CIN473IW5094,ASSOCIATED BANC-CORP,ASSOCIATED BANC-CORP,1,FRS,WI,,,,
1.0,1199844,COMERICA INCORPORATED,comerica incorporated,1199844,20171231,11,500,DALLAS,UNITED STATES,0,I9Q57JVPWHHZ3ZGBW498,COMERICA INCORPORATED,COMERICA,1,FRS,TX,,,,
1.0,1201671,BTC FINANCIAL CORPORATION,btc financial corporation,1201671,20171231,7,500,DES MOINES,UNITED STATES,0,0,BTC FINANCIAL CORPORATION,BTC FC,1,FRS,IA,,,,
1.0,1201934,TCF FINANCIAL CORPORATION,tcf financial corporation,2389941,20171231,9,500,WAYZATA,UNITED STATES,0,0,TCF FINANCIAL CORPORATION,TCF FC,1,FRS,MN,,,,
1.0,1203602,FIRST BUSEY CORPORATION,first busey corporation,1203602,20171231,7,500,CHAMPAIGN,UNITED STATES,0,549300X4ZNLYSX7GUY60,FIRST BUSEY CORPORATION,FIRST BUSEY CORP,1,FRS,IL,,,,
1.0,1204560,FIRST BANCSHARES INC,first bancshares incorporated,1056451,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,"FIRST BANCSHARES, INC.",FIRST BSHRS,1,FRS,KS,,,,
1.0,1204560,FIRST BANCSHARES INC,first bancshares incorporated,1071258,20171231,4,500,BELLEVUE,UNITED STATES,0,0,FIRST BANCSHARES INC.,FIRST BSHRS,1,FRS,OH,,,,
3.0,1205585,FREEPORT BANCSHARES INC,freeport bancshares incorporated,1125795,20171231,9,500,FREEPORT,UNITED STATES,0,0,"FREEPORT BANCSHARES, INC.",FREEPORT BSHRS,1,FRS,MN,,,,
1.0,1206546,HEARTLAND FINANCIAL USA INC,heartland financial usa incorporated,1206546,20171231,7,500,DUBUQUE,UNITED STATES,0,549300QF7B0DFZT32C73,"HEARTLAND FINANCIAL USA, INC.",HEARTLAND FNCL USA,1,FRS,IA,,,,
3.0,1206603,MANHATTAN BANCSHARES INC,manhattan bancshares incorporated,1206603,20171231,7,500,MANHATTAN,UNITED STATES,0,0,"MANHATTAN BANCSHARES, INC.",MANHATTAN BSHRS,1,FRS,IL,,,,
1.0,1208184,FIRST MIDWEST BANCORP INC,first midwest bancorp incorporated,1208184,20171231,7,500,ITASCA,UNITED STATES,0,0,"FIRST MIDWEST BANCORP, INC.",FIRST MW BC,1,FRS,IL,,,,
1.0,1208559,FIRST MERCHANTS CORPORATION,first merchants corporation,1208559,20171231,7,500,MUNCIE,UNITED STATES,0,TZTBT0OTGQ2FEK6XMX94,FIRST MERCHANTS CORPORATION,FIRST MRCHS CORP,1,FRS,IN,,,,
1.0,1208906,LAKELAND FINANCIAL CORPORATION,lakeland financial corporation,1208906,20171231,7,500,WARSAW,UNITED STATES,0,0,LAKELAND FINANCIAL CORPORATION,LAKELAND FC,1,FRS,IN,,,,
1.0,1209136,HORIZON BANCORP INC,horizon bancorp incorporated,1209136,20171231,7,500,MICHIGAN CITY,UNITED STATES,0,549300U2OQ2EIT5MXG39,"HORIZON BANCORP, INC.",HORIZON BC,1,FRS,IN,,,,
3.0,1210749,MSB BANCORPORATION INC,msb bancorporation incorporated,1210749,20171231,7,500,MARION,UNITED STATES,0,0,"M.S.B. BANCORPORATION, INC.",MSB BC,1,FRS,WI,,,,
1.0,1245705,WEST SUBURBAN BANCORP INC,west suburban bancorp incorporated,1245705,20171231,7,500,LOMBARD,UNITED STATES,0,0,"WEST SUBURBAN BANCORP, INC.",WEST SUBURBAN BC,1,FRS,IL,,,,
2.0,1248304,SANDY SPRING BANCORP INC,sandy spring bancorp incorporated,1248304,20171231,5,500,OLNEY,UNITED STATES,0,0,"SANDY SPRING BANCORP, INC.",SANDY SPRING BC,1,FRS,MD,,,,
3.0,1404735,PTB CORPORATION,ptb corporation,1404735,20171231,12,500,SALEM,UNITED STATES,0,0,PTB CORPORATION,PTB CORP,1,FRS,OR,,,,
1.0,1404799,LAKELAND BANCORP INC,lakeland bancorp incorporated,1404799,20171231,2,500,OAK RIDGE,UNITED STATES,0,549300NF90LR9ETZDR73,"LAKELAND BANCORP, INC.",LAKELAND BC,1,FRS,NJ,,,,
1.0,1490701,JOHNSON FINANCIAL GROUP INC,johnson financial group incorporated,1490701,20171231,7,500,RACINE,UNITED STATES,0,549300SMIU4R1RSNLX11,"JOHNSON FINANCIAL GROUP, INC.",JOHNSON FNCL GRP,1,FRS,WI,,,,
2.0,1491351,MIDLAND STATES BANCORP INC,midland states bancorp incorporated,1491351,20171231,8,500,EFFINGHAM,UNITED STATES,0,5493006RHXW9TTBWYC94,"MIDLAND STATES BANCORP, INC.",MIDLAND STATES BANCORP,1,FRS,IL,,,,
2.0,1491717,FARMINGTON BANCORP INC,farmington bancorp incorporated,1491717,20171231,7,500,FARMINGTON,UNITED STATES,0,0,"FARMINGTON BANCORP, INC.",FARMINGTON BC,1,FRS,IL,,,,
1.0,1491904,ROYAL BANCSHARES INC,royal bancshares incorporated,1096372,20171231,8,500,SAINT LOUIS,UNITED STATES,0,0,"ROYAL BANCSHARES, INC.",ROYAL BSHRS,1,FRS,MO,,,,
2.0,1496253,UNIVERSITY BANCORP INC,university bancorp incorporated,1496253,20171231,7,500,ANN ARBOR,UNITED STATES,0,0,"UNIVERSITY BANCORP, INC.",UNIVERSITY BC,1,FRS,MI,,,,
1.0,1562859,ALLY FINANCIAL INC,ally financial incorporated,1562859,20171231,7,720,DETROIT,UNITED STATES,0,549300JBN1OSM8YNAI90,ALLY FINANCIAL INC.,ALLY FNCL,1,FRS,MI,,,,
3.0,1860863,CBX CORPORATION,cbx corporation,1860863,20171231,8,500,CARROLLTON,UNITED STATES,0,549300ZIM73E2656RW15,CBX CORPORATION,CBX CORP,1,FRS,IL,,,,
1.0,1862036,GUARANTY BANCSHARES INC,guaranty bancshares incorporated,1862036,20171231,11,500,MOUNT PLEASANT,UNITED STATES,0,0,"GUARANTY BANCSHARES, INC.",GUARANTY BSHRS,1,FRS,TX,,,,
1.0,1866155,PEOPLESSOUTH BANCSHARES INC,peoplessouth bancshares incorporated,1866155,20171231,6,500,COLQUITT,UNITED STATES,0,0,"PEOPLESSOUTH BANCSHARES, INC.",PEOPLESSOUTH BSHRS,1,FRS,GA,,,,
1.0,1885307,ORIGIN BANCORP INC,origin bancorp incorporated,1885307,20171231,11,500,RUSTON,UNITED STATES,0,54930055DO2Z4KO3NB45,"ORIGIN BANCORP, INC.",ORIGIN BC,1,FRS,LA,,,,
1.0,1902651,MERIDIAN BANCORP INC,meridian bancorp incorporated,1902651,20171231,1,500,PEABODY,UNITED STATES,0,0,"MERIDIAN BANCORP, INC.",MERIDIAN BC,1,FRS,MA,,,,
2.0,1951350,CITIGROUP INC,citigroup incorporated,1951350,20171231,2,500,NEW YORK,UNITED STATES,0,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,CITIGROUP,1,FRS,NY,,,,
2.0,2016340,FIRST COMMUNITY BANCORP INC,first community bancorp incorporated,1208018,20171231,7,500,BEECHER,UNITED STATES,0,0,"FIRST COMMUNITY BANCORP, INC.",FIRST CMNTY BC,1,FRS,IL,,,,
2.0,2016340,FIRST COMMUNITY BANCORP INC,first community bancorp incorporated,2151670,20171231,8,500,AUBURN,UNITED STATES,0,0,"FIRST COMMUNITY BANCORP, INC",FIRST COMMUNITY BANCORP,1,FRS,KY,,,,
2.0,2016340,FIRST COMMUNITY BANCORP INC,first community bancorp incorporated,4151003,20171231,1,500,NEW HAVEN,UNITED STATES,4151012,0,FIRST COMMUNITY BANCORP INC,FIRST CMNTY BC,1,FRS,CT,,,,
3.0,2022734,MERCHANTS AND MANUFACTURERS BANK CORPORATION,merchants and manufacturers bank corporation,2022734,20171231,7,500,CHANNAHON,UNITED STATES,0,0,MERCHANTS AND MANUFACTURERS BANK CORPORATION,MERCHANTS & MFR BK CORP,1,FRS,IL,,,,
1.0,2038409,HAWTHORN BANCSHARES INC,hawthorn bancshares incorporated,2038409,20171231,8,500,JEFFERSON CITY,UNITED STATES,0,0,"HAWTHORN BANCSHARES, INC",HAWTHORN BSHRS,1,FRS,MO,,,,
3.0,2078816,COLUMBIA BANKING SYSTEM INC,columbia banking system incorporated,2078816,20171231,12,500,TACOMA,UNITED STATES,0,0,"COLUMBIA BANKING SYSTEM, INC.",COLUMBIA BKG SYS,1,FRS,WA,,,,
3.0,2126977,BANNER CORPORATION,banner corporation,2126977,20171231,12,500,WALLA WALLA,UNITED STATES,0,0,BANNER CORPORATION,BANNER CORP,1,FRS,WA,,,,
1.0,2127068,ALLIANCE BANCSHARES INC,alliance bancshares incorporated,2127068,20171231,11,500,SULPHUR SPRINGS,UNITED STATES,0,0,"ALLIANCE BANCSHARES, INC.",ALLIANCE BSHRS,1,FRS,TX,,,,
1.0,2162966,MORGAN STANLEY,morgan stanley,2162966,20171231,2,720,NEW YORK,UNITED STATES,0,IGJSJL3JD5P30I6NJZ34,MORGAN STANLEY,MORGAN STANLEY,1,FRS,NY,,,,
1.0,2260406,WINTRUST FINANCIAL CORPORATION,wintrust financial corporation,2260406,20171231,7,500,ROSEMONT,UNITED STATES,0,Q774KI4AW80FHFW33O61,WINTRUST FINANCIAL CORPORATION,WINTRUST FC,1,FRS,IL,,,,
1.0,2264404,NEXTIER INCORPORATED,nextier incorporated,2264404,20171231,4,500,KITTANNING,UNITED STATES,0,549300P9Z68O0W6RWY48,NEXTIER INCORPORATED,NEXTIER,1,FRS,PA,,,,
1.0,2277860,CAPITAL ONE FINANCIAL CORPORATION,capital one financial corporation,2277860,20171231,5,500,MCLEAN,UNITED STATES,0,ZUE8T73ROZOF6FLBAR73,CAPITAL ONE FINANCIAL CORPORATION,CAPITAL ONE FC,1,FRS,VA,,,,
1.0,2291914,IBERIABANK CORPORATION,iberiabank corporation,2291914,20171231,6,500,LAFAYETTE,UNITED STATES,0,WQ4U3ADCR5WID15LA317,IBERIABANK CORPORATION,IBERIABANK CORP,1,FRS,LA,,,,
2.0,2337081,PASSUMPSIC BANCORP,passumpsic bancorp,2337081,20171231,1,500,SAINT JOHNSBURY,UNITED STATES,0,0,PASSUMPSIC BANCORP,PASSUMPSIC BC,6,FRS,VT,,,,
1.0,2349815,WESTERN ALLIANCE BANCORPORATION,western alliance bancorporation,2349815,20171231,12,500,PHOENIX,UNITED STATES,0,5493003VJXZ5JXT9S762,WESTERN ALLIANCE BANCORPORATION,WESTERN ALLI BC,1,FRS,AZ,,,,
1.0,2360043,LAKE ELMO BANCSHARES INC,lake elmo bancshares incorporated,2360043,20171231,9,500,LAKE ELMO,UNITED STATES,0,0,"LAKE ELMO BANCSHARES, INC.",LAKE ELMO BSHRS,1,FRS,MN,,,,
