activity year_x,respondent id,agency code_x,parent respondent id,parent name (panel),parent city (panel),parent state (panel),region,assets_x,other lender code_x,respondent name (panel)_x,respondent city (panel)_x,respondent state (panel)_x,top holder rssd id,top holder name,top holder city,top holder state,top holder country,respondent rssd id,parent rssd id,respondent fips state number,activity year_y,agency code_y,federal tax id,respondent name,respondent mailing address,respondent city,respondent state,respondent zip code,parent name,parent address,parent city,parent state,parent zip code,respondent name (panel)_y,respondent city (panel)_y,respondent state (panel)_y,assets_y,other lender code_y,region code,lar count,validity error
2012,0000000324,3,          ,                              ,                         ,  ,13,357201,0,CITIZENS BK                                                           ,COLUMBIA                 ,MS                    ,1246681,CITIZENS CORP                 ,COLUMBIA                 ,MS,UNITED STATES                           ,5141320,0,28,2012,1,23-0916895,FIRST NATIONAL BANK AND TRUST,40 SOUTH STATE ST,NEWTOWN,PA,18940,,,,,,FIRST NB&TC NEWTOWN,NEWTOWN,PA,785017,0,1,208,N
2012,0000000324,3,          ,                              ,                         ,  ,13,357201,0,CITIZENS BK                                                           ,COLUMBIA                 ,MS                    ,1246681,CITIZENS CORP                 ,COLUMBIA                 ,MS,UNITED STATES                           ,5141320,0,28,2012,3,64-0750822,CITIZENS BANK,814 MAIN STREET,COLUMBIA,MS,39429,,,,,,CITIZENS BK,COLUMBIA,MS,357201,0,13,697,N
2012,0000000325,1,          ,                              ,                         ,  ,1,387250,0,FNB BK NA                                                             ,DANVILLE                 ,PA                    ,1117129,FULTON FNCL CORP              ,LANCASTER                ,PA,UNITED STATES                           ,1314180,0,42,2012,1,24-0558097,FNB BANK  N.A.,354 MILL STREET,DANVILLE,PA,17821,FULTON FINANCIAL CORPORATION,ONE PENN SQUARE,LANCASTER,PA,17604,FNB BK NA,DANVILLE,PA,387250,0,1,711,N
2012,0000000347,1,          ,                              ,                         ,  ,3,61549,0,FIRST NB LACON                                                        ,LACON                    ,IL                    ,1208988,FIRST LACON CORP              ,LACON                    ,IL,UNITED STATES                           ,8247380,0,17,2012,1,36-1078900,THE 1ST NATIONAL BANK OF LACON,111 S BROAD ST PO BOX 308,LACON,IL,61540,,,,,,FIRST NB LACON,LACON,IL,61549,0,3,15,N
2012,0000000497,1,          ,                              ,                         ,  ,1,214349,0,FIRST NB                                                              ,SUFFIELD                 ,CT                    ,3431007,FIRST SUFFIELD FNCL           ,SUFFIELD                 ,CT,UNITED STATES                           ,1151000,0,9,2012,1,06-0343370,THE FIRST NATIONAL BANK OF SUF,30 BRIDGE STREET  P.O. BOX 96,SUFFIELD,CT,06078,FIRST SUFFIELD FINANCIAL  INC.,30 BRIDGE STREET  P.O. BOX 96,SUFFIELD,CT,06078,FIRST NB,SUFFIELD,CT,214349,0,1,451,N
2012,0000000644,1,          ,                              ,                         ,  ,1,560670,0,HONESDALE NB                                                          ,HONESDALE                ,PA                    ,1144107,HONAT BC                      ,HONESDALE                ,PA,UNITED STATES                           ,4656180,0,42,2012,1,24-0614415,THE HONESDALE NATIONAL BANK,733 MAIN ST  PO BOX 350,HONESDALE,PA,18431,,,,,,HONESDALE NB,HONESDALE,PA,560670,0,1,1292,N
2012,0000000644,1,          ,                              ,                         ,  ,1,560670,0,HONESDALE NB                                                          ,HONESDALE                ,PA                    ,1144107,HONAT BC                      ,HONESDALE                ,PA,UNITED STATES                           ,4656180,0,42,2012,5,93-0256725,NORTHWEST RESOURCE FCU,221 NW 2ND #100,PORTLAND,OR,97209,,,,,,NORTHWEST RESRC FCU,PORTLAND,OR,89456,0,5,42,N
2012,0000000644,5,          ,                              ,                         ,  ,5,89456,0,NORTHWEST RESRC FCU                                                   ,PORTLAND                 ,OR                    ,0,                              ,                         ,  ,                                        ,1274750,0,41,2012,1,24-0614415,THE HONESDALE NATIONAL BANK,733 MAIN ST  PO BOX 350,HONESDALE,PA,18431,,,,,,HONESDALE NB,HONESDALE,PA,560670,0,1,1292,N
2012,0000000644,5,          ,                              ,                         ,  ,5,89456,0,NORTHWEST RESRC FCU                                                   ,PORTLAND                 ,OR                    ,0,                              ,                         ,  ,                                        ,1274750,0,41,2012,5,93-0256725,NORTHWEST RESOURCE FCU,221 NW 2ND #100,PORTLAND,OR,97209,,,,,,NORTHWEST RESRC FCU,PORTLAND,OR,89456,0,5,42,N
2012,0000000661,1,          ,                              ,                         ,  ,1,607717,0,DNB FIRST NA                                                          ,DOWNINGTOWN              ,PA                    ,1117455,DNB FNCL CORP                 ,DOWNINGTOWN              ,PA,UNITED STATES                           ,713180,0,42,2012,1,23-0534545,DNB FIRST  NA,4 BRANDYWINE AVE.,DOWNINGTOWN,PA,19335,,,,,,DNB FIRST NA,DOWNINGTOWN,PA,607717,0,1,202,N
2012,0000000676,1,          ,                              ,                         ,  ,1,261807,0,NATIONAL GRAND BK OF MARBLEH                                          ,MARBLEHEAD               ,MA                    ,1115406,GRAND BK CORP                 ,MARBLEHEAD               ,MA,UNITED STATES                           ,8636070,0,25,2012,1,04-2832782,NATIONAL GRAND BANK,91 PLEASANT STREET,MARBLEHEAD,MA,01945,,,,,,NATIONAL GRAND BK OF MARBLEH,MARBLEHEAD,MA,261807,0,1,184,N
2012,0000000866,1,          ,                              ,                         ,  ,1,267516,0,MILFORD NB&TC                                                         ,MILFORD                  ,MA                    ,2651581,MNB BC                        ,MILFORD                  ,MA,UNITED STATES                           ,8790000,0,25,2012,1,04-1620797,THE MILFORD NATIONAL BANK,300 EAST MAIN ST,MILFORD,MA,01757,MNB BANCORP,300 EAST MAIN ST,MILFORD,MA,01757,MILFORD NB&TC,MILFORD,MA,267516,0,1,84,N
2012,0000000929,1,          ,                              ,                         ,  ,1,262853,0,NATIONAL UNION BK                                                     ,KINDERHOOK               ,NY                    ,2589732,KINDERHOOK BK CORP            ,KINDERHOOK               ,NY,UNITED STATES                           ,3134010,0,36,2012,1,14-0913619,THE NATIONAL UNION BANK OF KIN,1 HUDSON STREET,KINDERHOOK,NY,12106,,,,,,NATIONAL UNION BK,KINDERHOOK,NY,262853,0,1,107,N
2012,0000000976,1,          ,                              ,                         ,  ,1,160120,0,PUTNAM COUNTY NB OF CARMEL                                            ,CARMEL                   ,NY                    ,0,                              ,                         ,  ,                                        ,2870070,0,36,2012,1,14-0984850,PUTNAM COUNTY NATIONAL BANK,45 GLENEIDA AVENUE,CARMEL,NY,10512-0010,,,,,,PUTNAM COUNTY NB OF CARMEL,CARMEL,NY,160120,0,1,7,N
2012,0000001027,1,          ,                              ,                         ,  ,1,554692,0,LYONS NB                                                              ,LYONS                    ,NY                    ,1246476,LYONS BC                      ,LYONS                    ,NY,UNITED STATES                           ,3232040,0,36,2012,1,15-0372430,THE LYONS NATIONAL BANK,35 WILLIAM STREET,LYONS,NY,14489,,,,,,LYONS NB,LYONS,NY,554692,0,1,1075,N
2012,0000001083,1,          ,                              ,                         ,  ,1,129256,0,FIRST NB OF GROTON                                                    ,GROTON                   ,NY                    ,0,                              ,                         ,  ,                                        ,9175000,0,36,2012,1,15-0328960,FIRST NATIONAL BANK OF GROTON,161 MAIN ST,GROTON,NY,13073,,,,,,FIRST NB OF GROTON,GROTON,NY,129256,0,1,244,N
2012,0000001090,1,          ,                              ,                         ,  ,1,1403481,0,ALLIANCE BK NA                                                        ,SYRACUSE                 ,NY                    ,1140510,ALLIANCE FC                   ,SYRACUSE                 ,NY,UNITED STATES                           ,8142160,0,36,2012,1,15-0405885,ALLIANCE BANK NA,120 MADISON STREET,SYRACUSE,NY,13202,ALLIANCE FINANCIAL CORPORATION,120 MADISON STREET,SYRCUSE,NY,13202,ALLIANCE BK NA,SYRACUSE,NY,1403481,0,1,1248,N
2012,0000001154,1,          ,                              ,                         ,  ,3,270539,0,FIRST NB OF OTTAWA                                                    ,OTTAWA                   ,IL                    ,2791816,FIRST OTTAWA BSHRS            ,OTTAWA                   ,IL,UNITED STATES                           ,8562430,0,17,2012,1,36-1588745,FIRST NATIONAL BANK OF OTTAWA,701 LASALLE STREET,OTTAWA,IL,61350,FIRST OTTAWA BANCSHARES,701 LASALLE STREET,OTTAWA,IL,61350,FIRST NB OF OTTAWA,OTTAWA,IL,270539,0,3,378,N
2012,0000001194,1,          ,                              ,                         ,  ,1,178759,0,ROCKPORT NB                                                           ,ROCKPORT                 ,MA                    ,2802909,ROCKPORT NAT BC               ,ROCKPORT                 ,MA,UNITED STATES                           ,5550050,0,25,2012,1,04-1782774,ROCKPORT NATIONAL BANK,16 MAIN STREET,ROCKPORT,MA,01966,,,,,,ROCKPORT NB,ROCKPORT,MA,178759,0,1,122,N
2012,0000001195,1,          ,                              ,                         ,  ,1,284854,0,NATIONAL BK OF MIDDLEBURY                                             ,MIDDLEBURY               ,VT                    ,1136214,MIDDLEBURY NAT CORP           ,MIDDLEBURY               ,VT,UNITED STATES                           ,1733060,0,50,2012,1,03-0143997,NATIONAL BANK OF MIDDLEBURY,30 MAIN STREET  P O BOX 189,MIDDLEBURY,VT,05753-0189,,,,,,NATIONAL BK OF MIDDLEBURY,MIDDLEBURY,VT,284854,0,1,639,N
2012,0000001253,1,          ,                              ,                         ,  ,1,387870,0,BALLSTON SPA NB                                                       ,BALLSTON SPA             ,NY                    ,1048728,BALLSTON SPA BC               ,BALLSTON SPA             ,NY,UNITED STATES                           ,5050,0,36,2012,1,14-0486153,BALLSTON SPA NATIONAL BANK,PO BOX 70,BALLSTON SPA,NY,12020-0070,BALLSTON SPA BANCORP,PO BOX 70,BALLSTON SPA,NY,12020-0070,BALLSTON SPA NB,BALLSTON SPA,NY,387870,0,1,642,N
2012,0000001354,1,          ,                              ,                         ,  ,1,5558535,0,NBT BK NA                                                             ,NORWICH                  ,NY                    ,1139279,NBT BC                        ,NORWICH                  ,NY,UNITED STATES                           ,7021170,0,36,2012,1,15-0395735,NBT BANK NA,52 SOUTH BROAD STREET,NORWICH,NY,13815,NBT BANCORP INC,52 SOUTH BROAD STREET,NORWICH,NY,13815,NBT BK NA,NORWICH,NY,5558535,0,1,5402,N
2012,0000001368,1,          ,                              ,                         ,  ,1,552102,0,COMMUNITY NB                                                          ,DERBY                    ,VT                    ,1115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,2705040,0,50,2012,1,03-0288082,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,NEWPORT,VT,05855,COMMUNITY BANCORP,4811 US ROUTE 5,NEWPORT,VT,05855,COMMUNITY NB,DERBY,VT,552102,0,1,963,N
2012,0000001368,1,          ,                              ,                         ,  ,1,552102,0,COMMUNITY NB                                                          ,DERBY                    ,VT                    ,1115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,2705040,0,50,2012,5,95-1645266,PASADENA SERVICE FCU,670 N. ROSEMEAD BLVD.,PASADENA ,CA,91107,,,,,,PASADENA SVC FCU,PASADENA,CA,100551,0,2,5,N
2012,0000001368,5,          ,                              ,                         ,  ,2,100551,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0,                              ,                         ,  ,                                        ,3683710,0,6,2012,1,03-0288082,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,NEWPORT,VT,05855,COMMUNITY BANCORP,4811 US ROUTE 5,NEWPORT,VT,05855,COMMUNITY NB,DERBY,VT,552102,0,1,963,N
2012,0000001368,5,          ,                              ,                         ,  ,2,100551,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0,                              ,                         ,  ,                                        ,3683710,0,6,2012,5,95-1645266,PASADENA SERVICE FCU,670 N. ROSEMEAD BLVD.,PASADENA ,CA,91107,,,,,,PASADENA SVC FCU,PASADENA,CA,100551,0,2,5,N
2012,0000001398,1,          ,                              ,                         ,  ,1,206436,0,NATIONAL BK OF COXSACKIE                                              ,COXSACKIE                ,NY                    ,0,                              ,                         ,  ,                                        ,2345060,0,36,2012,1,14-0912110,NATIONAL BANK OF COXSACKIE,3-7 REED STREET,COXSACKIE,NY,12051,,,,,,NATIONAL BK OF COXSACKIE,COXSACKIE,NY,206436,0,1,177,N
2012,0000001467,1,          ,                              ,                         ,  ,4,1675891,0,LANDMARK BK NA                                                        ,COLUMBIA                 ,MO                    ,1054514,LANDRUM CO                    ,COLUMBIA                 ,MO,UNITED STATES                           ,1032550,0,29,2012,1,43-0263025,LANDMARK BANK,801 E BROADWAY,COLUMBIA,MO,65201,,,,,,LANDMARK BK NA,COLUMBIA,MO,1675891,0,4,2594,N
2012,0000001493,1,          ,                              ,                         ,  ,3,675932,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,1247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,7026120,0,21,2012,1,61-0290000,FIRST SOUTHERN NATIONAL BANK,99 LANCASTER STREET,STANFORD,KY,40484,,,,,,FIRST SOUTHERN NB,LANCASTER,KY,675932,0,3,831,N
2012,0000001493,1,          ,                              ,                         ,  ,3,675932,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,1247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,7026120,0,21,2012,5,95-1683492,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,F&A FCU,MONTEREY PARK,CA,1169556,0,2,639,N
2012,0000001493,5,          ,                              ,                         ,  ,2,1169556,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0,                              ,                         ,  ,                                        ,3040700,0,6,2012,1,61-0290000,FIRST SOUTHERN NATIONAL BANK,99 LANCASTER STREET,STANFORD,KY,40484,,,,,,FIRST SOUTHERN NB,LANCASTER,KY,675932,0,3,831,N
2012,0000001493,5,          ,                              ,                         ,  ,2,1169556,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0,                              ,                         ,  ,                                        ,3040700,0,6,2012,5,95-1683492,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,F&A FCU,MONTEREY PARK,CA,1169556,0,2,639,N
2012,0000001750,1,          ,                              ,                         ,  ,4,734604,0,FIRST NB OF SANTA FE                                                  ,SANTA FE                 ,NM                    ,1023154,NEW MEXICO BANQUEST CORP      ,SANTA FE                 ,NM,UNITED STATES                           ,7872530,0,35,2012,1,85-0067165,FIRST NATIONAL BANK SANTA FE,P.O. BOX 609,SANTA FE,NM,87504-0609,,,,,,FIRST NB OF SANTA FE,SANTA FE,NM,734604,0,4,404,N
2012,0000001770,1,          ,                              ,                         ,  ,4,1355656,0,BOONE CTY NB OF COLUMBIA                                              ,COLUMBIA                 ,MO                    ,1094314,CENTRAL BANCOMPANY            ,JEFFERSON CITY           ,MO,UNITED STATES                           ,2990460,0,29,2012,1,43-0189015,BOONE COUNTY NATIONAL BANK,720 EAST BROADWAY,COLUMBIA,MO,65201,BOONE COUNTY NATIONAL BANK,720 EAST BROADWAY,COLUMBIA,MO,65201,BOONE CTY NB OF COLUMBIA,COLUMBIA,MO,1355656,0,4,1882,N
2012,0000001794,1,          ,                              ,                         ,  ,3,190145,0,FIRST NB MN                                                           ,SAINT PETER              ,MN                    ,1128460,BANCOMMUNITY SVC CORP         ,SAINT PETER              ,MN,UNITED STATES                           ,1977590,0,27,2012,1,41-0519725,FIRST NATIONAL BANK MINNESOTA,500 LONG STREET,MANKATO,MN,56001,,,,,,FIRST NB MN,SAINT PETER,MN,190145,0,3,50,N
2012,0000001950,1,          ,                              ,                         ,  ,2,1071206,0,FIRST NB OF FORT SMITH                                                ,FORT SMITH               ,AR                    ,1491360,FIRST BK CORP                 ,FORT SMITH               ,AR,UNITED STATES                           ,3975400,0,5,2012,1,71-0058845,FIRST NATIONAL BANK,PO BOX 7,FORT SMITH,AR,72902,FIRST BANK CORP,PO BOX 7,FORT SMITH,AR,72902,FIRST NB OF FORT SMITH,FORT SMITH,AR,1071206,0,2,185,N
2012,0000001997,1,          ,                              ,                         ,  ,3,675540,0,NATIONAL B&TC                                                         ,WILMINGTON               ,OH                    ,1473571,NB&T FNCL GROUP ESOP          ,WILMINGTON               ,OH,UNITED STATES                           ,3284230,0,39,2012,1,31-0244820,NATIONAL BANK & TRUST COMPANY,PO BOX 711,WILMINGTON,OH,45177,NBT FINANCIAL GROUP  INC,PO BOX 711,WILMINGTON,OH,45177,NATIONAL B&TC,WILMINGTON,OH,675540,0,3,639,N
2012,0000002036,1,          ,                              ,                         ,  ,3,726083,0,VINTON CTY NB OF MCARTHUR                                             ,MC ARTHUR                ,OH                    ,1070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,7548260,0,39,2012,1,31-4332540,VINTON COUNTY NATIONAL BANK,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC.,112 W. MAIN ST. PO BOX 460,MCARTHUR,OH,45651,VINTON CTY NB OF MCARTHUR,MC ARTHUR,OH,726083,0,3,735,N
2012,0000002036,1,          ,                              ,                         ,  ,3,726083,0,VINTON CTY NB OF MCARTHUR                                             ,MC ARTHUR                ,OH                    ,1070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,7548260,0,39,2012,3,56-2002355,FARMERS AND MERCHANTS BANK,221 NORTH MAIN STREET,SALISBURY,NC,28144,,,,,,FARMERS & MRCH BK,GRANITE QUARRY,NC,570187,0,5,512,N
2012,0000002036,3,          ,                              ,                         ,  ,5,570187,0,FARMERS & MRCH BK                                                     ,GRANITE QUARRY           ,NC                    ,1076619,F&M FC                        ,GRANITE QUARRY           ,NC,UNITED STATES                           ,3487200,0,37,2012,1,31-4332540,VINTON COUNTY NATIONAL BANK,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC.,112 W. MAIN ST. PO BOX 460,MCARTHUR,OH,45651,VINTON CTY NB OF MCARTHUR,MC ARTHUR,OH,726083,0,3,735,N
2012,0000002036,3,          ,                              ,                         ,  ,5,570187,0,FARMERS & MRCH BK                                                     ,GRANITE QUARRY           ,NC                    ,1076619,F&M FC                        ,GRANITE QUARRY           ,NC,UNITED STATES                           ,3487200,0,37,2012,3,56-2002355,FARMERS AND MERCHANTS BANK,221 NORTH MAIN STREET,SALISBURY,NC,28144,,,,,,FARMERS & MRCH BK,GRANITE QUARRY,NC,570187,0,5,512,N
2012,0000002068,1,          ,                              ,                         ,  ,4,846417,0,FIRST DAKOTA NB                                                       ,YANKTON                  ,SD                    ,1404687,FIRST DAKOTA FC               ,YANKTON                  ,SD,UNITED STATES                           ,4412560,0,46,2012,1,46-0208038,FIRST DAKOTA NATIONAL BANK,225 CEDAR ST,YANKTON,SD,57078-0156,FIRST DAKOTA NATIONAL BANK,225 CEDAR ST.,YANKTON,SD,57078,FIRST DAKOTA NB,YANKTON,SD,846417,0,4,1011,N
2012,0000002137,1,          ,                              ,                         ,  ,1,8395863,0,NATIONAL PENN BK                                                      ,BOYERTOWN                ,PA                    ,1117026,NATIONAL PENN BSHRS           ,BOYERTOWN                ,PA,UNITED STATES                           ,8021100,0,42,2012,1,23-0906608,NATIONAL PENN BANK,PO BOX 547,BOYERTOWN,PA,19512,NATIONAL PENN BANCSHARES INC.,PO BOX 547,BOYERTOWN,PA,19512,NATIONAL PENN BK,BOYERTOWN,PA,8395863,0,1,4036,N
2012,0000002221,1,          ,                              ,                         ,  ,2,455708,0,FIRST NB OF MCMINNVILLE                                               ,MCMINNVILLE              ,TN                    ,1086449,FIRST MCMINNVILLE CORP        ,MCMINNVILLE              ,TN,UNITED STATES                           ,872340,0,47,2012,1,62-1203303,FNB OF MCMINNVILLE,200 EAST MAIN STREET,MCMINNVILLE,TN,37110,FIRST MCMINNVILLE CORPORATION,200 EAST MAIN STREET,MCMINNVILLE,TN,37110,FIRST NB OF MCMINNVILLE,MCMINNVILLE,TN,455708,0,2,518,N
2012,0000002234,1,          ,                              ,                         ,  ,3,4154904,0,FIRST MRCH BK NA                                                      ,MUNCIE                   ,IN                    ,1208559,FIRST MRCH CORP               ,MUNCIE                   ,IN,UNITED STATES                           ,171470,0,18,2012,1,35-0508403,FIRST MERCHANTS BANK NA,9301 INNOVATION DR. STE 280 P.O. BOX 549,DALEVILLE,IN,47334,FIRST MERCHANTS BANK NA,9301 INNOVATION DR STE 280 P.O. BOX 549,DALEVILLE,IN,47334,FIRST MRCH BK NA,MUNCIE,IN,4154904,0,3,5390,N
2012,0000002242,1,          ,                              ,                         ,  ,3,190517,0,HAVANA NB                                                             ,HAVANA                   ,IL                    ,2909853,COMMUNITY INV GRP             ,HAVANA                   ,IL,UNITED STATES                           ,9407310,0,17,2012,1,37-0317760,HAVANA NATIONAL BANK,112 SOUTH ORANGE,HAVANA,IL,62644,,,,,,HAVANA NB,HAVANA,IL,190517,0,3,58,N
2012,0000002302,1,          ,                              ,                         ,  ,3,134393,0,FIRST NB                                                              ,BELLEVUE                 ,OH                    ,1071258,FIRST BSHRS                   ,BELLEVUE                 ,OH,UNITED STATES                           ,2434140,0,39,2012,1,34-4186000,FIRST NATIONAL BANK OF BELLEVU,120 NORTH ST,BELLEVUE,OH,44811-1422,,,,,,FIRST NB,BELLEVUE,OH,134393,0,3,194,N
2012,0000002311,1,          ,                              ,                         ,  ,1,2266816,0,CAMDEN NB                                                             ,CAMDEN                   ,ME                    ,1130249,CAMDEN NAT CORP               ,CAMDEN                   ,ME,UNITED STATES                           ,5930070,0,23,2012,1,01-0039505,CAMDEN NATIONAL BANK,245 COMMERCIAL STREET,ROCKPORT,ME,04856,CAMDEN NATIONAL CORPORATION,245 COMMERCIAL STREET,ROCKPORT,ME,04856,CAMDEN NB,CAMDEN,ME,2266816,0,1,1841,N
2012,0000002360,1,          ,                              ,                         ,  ,3,787127,0,LCNB NB                                                               ,LEBANON                  ,OH                    ,2759900,LCNB CORP                     ,LEBANON                  ,OH,UNITED STATES                           ,7859230,0,39,2012,1,31-0352330,LCNB NATIONAL BANK,2 N BROADWAY,LEBANON,OH,45036,,,,,,LCNB NB,LEBANON,OH,787127,0,3,777,N
2012,0000002449,1,          ,                              ,                         ,  ,3,570492,0,MERCHANTS NB                                                          ,HILLSBORO                ,OH                    ,2485487,MERCHANTS BC                  ,HILLSBORO                ,OH,UNITED STATES                           ,7012220,0,39,2012,1,31-0373340,MERCHANTS NATIONAL BANK,100 NORTH HIGH STREET,HILLSBORO,OH,45133,,,,,,MERCHANTS NB,HILLSBORO,OH,570492,0,3,809,N
