activity year_x,respondent id,agency code_x,parent respondent id,parent name (panel),parent city (panel),parent state (panel),region,assets,other lender code,respondent name (panel),respondent city (panel),respondent state (panel),top holder rssd id,top holder name,top holder city,top holder state,top holder country,respondent rssd id,parent rssd id,respondent fips state number,activity year_y,agency code_y,federal tax id,respondent name,respondent mailing address,respondent city,respondent state,respondent zip code,parent name,parent address,parent city,parent state,parent zip code,lar count
2017,0000980661,9,1025608.0,"FIRST HAWAIIAN, INC.",HONOLULU,HI,,19610998.0,0,FIRST HAWAIIAN BANK,HONOLULU,HI,1231968.0,BNP PARIBAS,PARIS,0 ,FRANCE (OTHER),980661.0,1025608.0,15.0,2017,9,99-0034327,FIRST HAWAIIAN BANK,2339 Kamehameha Hwy,Honolulu,HI,96819,First Hawaiian Inc.,999 Bishop Street,Honolulu,HI,96813,2029
2017,0000146672,9,3852022.0,"FLAGSTAR BANCORP, INC.",TROY,MI,,13980496.0,0,"FLAGSTAR BANK, FSB",TROY,MI,4224000.0,MP (THRIFT) LLC,WILMINGTON,DE,UNITED STATES,146672.0,3852022.0,26.0,2017,9,38-2734984,"FLAGSTAR BANK, FSB",5151 Corporate Drive,Troy,MI,48098,,,,,,147729
2017,0002895152,2,1397471.0,BANK OF LITTLE ROCK,LITTLE ROCK,AR,,,1,BANK OF LITTLE ROCK MORTGAGE CORP.,LITTLE ROCK,AR,2617082.0,"LITTLE ROCK BANKSHARES, INC.",LITTLE ROCK,AR,UNITED STATES,2895152.0,1397471.0,5.0,2017,2,71-0811952,BANK OF LITTLE ROCK MORTGAGE CORPORATION,15909 CANTRELL ROAD,Little Rock,AR,72223,BANK OF LITTLE ROCK,200  NORTH STATE STREET,Little Rock,AR,72202,1974
2017,52-7005081,9,3008360.0,"PREMIER NATIONAL INVESTMENT COMPANY, INC.",BUFFALO,NY,,,2,M&T REAL ESTATE TRUST,BUFFALO,NY,1037003.0,M&T BANK CORPORATION,BUFFALO,NY,UNITED STATES,2868802.0,3008360.0,36.0,2017,9,52-7005081,M&T Real Estate Trust,701 Seneca Street-Suite 330N,Buffalo,NY,14210-1351,M&T Bank Corporation,1 M&T Plaza-8th Floor,Buffalo,NY,14203-2399,206
2017,13-3465439,3,134058086.0,EMIGRANT CREDIT CORP.,NEW YORK,NY,,,2,EMIGRANT FUNDING CORPORATION,NEW YORK,NY,3212091.0,NEW YORK PRIVATE BANK & TRUST CORPORATION,NEW YORK,NY,UNITED STATES,2318437.0,2833136.0,36.0,2017,3,13-3465439,Emigrant Funding Corporation,5 East 42nd Street,New York,NY,10017,Emigrant Bank,5 East 42nd Street,New York,NY,10017,147
2017,13-3222578,9,476810.0,"CITIBANK, N.A.",SIOUX FALLS,SD,,,1,"CITIMORTGAGE, INC.",O'FALLON,MO,1951350.0,CITIGROUP INC.,NEW YORK,NY,UNITED STATES,3378018.0,476810.0,29.0,2017,9,13-3222578,"CITIMORTGAGE, INC","1 Court Square, 43rd Floor",Long Island City,NY,11120,CITIGROUP INC.,399 PARK AVENUE,NEW YORK,NY,10043,41906
2017,75-2664846,3,13000.0,ENNIS STATE BANK,ENNIS,TX,,,2,ESB MORTGAGE COMPANY,ENNIS,TX,1131956.0,"ENNIS BANCSHARES, INC.",ENNIS,TX,UNITED STATES,3952892.0,435059.0,48.0,2017,3,75-2664846,ESB Mortgage Company,815 W Ennis Ave,Ennis,TX,75119,Ennis State Bank,815 W Ennis Ave,Ennis,TX,75119,232
2017,0001097267,2,225559.0,BANK OF BARTLETT,BARTLETT,TN,,,1,"BARTLETT MORTGAGE, INC.",BARTLETT,TN,1097249.0,"WEST TENNESSEE BANCSHARES, INC.",BARTLETT,TN,UNITED STATES,1097267.0,225559.0,47.0,2017,2,62-1160688,Bartlett Mortgage Inc.,2860 Stage Village Cove,Bartlett,TN,38134,West Tennessee Bancshares,6281 Stage Rd,Bartlett,TN,38134-3792,539
2017,52-1075143,9,501105.0,MANUFACTURERS AND TRADERS TRUST COMPANY,BUFFALO,NY,,,1,M&T REALTY CAPITAL CORPORATION,BALTIMORE,MD,1037003.0,M&T BANK CORPORATION,BUFFALO,NY,UNITED STATES,1074736.0,501105.0,24.0,2017,9,52-1075143,M&T REALTY CAPITAL CORPORATION,701 SENECA STREET - SUITE 330N,BUFFALO,NY,14210-1351,M&T BANK CORPORATION,1 M&T PLAZA - 8TH FLOOR,BUFFALO,NY,14203-2399,124
2017,71-0799379,3,93.0,RIVERSIDE BANK,SPARKMAN,AR,,,2,"RIVERSIDE MORTGAGE COMPANY, INC.",LITTLE ROCK,AR,2155342.0,"RIVERSIDE BANCSHARES, INC",LITTLE ROCK,AR,UNITED STATES,2712398.0,977045.0,5.0,2017,3,71-0799379,RIVERSIDE MORTGAGE COMPANY INC,1001 W MARKHAM,LITTLE ROCK,AR,72201,RIVERSIDE BANK,1001 W MARKHAM,LITTLE ROCK,AR,72201,7
2017,0000017685,3,,"FINANCIAL SHARES, INC.",HOXIE,KS,,66009.0,0,PEOPLES STATE BANK,MANHATTAN,KS,2935496.0,"FINANCIAL SHARES, INC.",HOXIE,KS,UNITED STATES,43351.0,2935496.0,20.0,2017,3,48-0308430,PEOPLES STATE BANK,2401 N SETH CHILD RD,MANHATTAN,KS,66503,FINANCIAL SHARES INC,940 OAK AVE                        PO BOX 869,HOXIE,KS,67740,60
2017,41-2031753,3,27211.0,FIRST COMMUNITY BANK OF TENNESSEE,SHELBYVILLE,TN,,,2,"FIRST COMMUNITY MORTGAGE, INC.",SHELBYVILLE,TN,2016340.0,"FIRST COMMUNITY BANCORP, INC.",SHELBYVILLE,TN,UNITED STATES,3120329.0,1188772.0,47.0,2017,3,41-2031753,FIRST COMMUNITY MORTGAGE,275 ROBERT ROSE DRIVE,MURFREESBORO,TN,37129,FIRST COMMUNITY BANK OF TENNES,207 ELM STREET,SHELBYVILLE,TN,37160,11951
2017,35-1805251,3,8056.0,MERCHANTS BANK OF INDIANA,CARMEL,IN,,,2,P/R MORTGAGE & INVESTMENT CORP.,CARMEL,IN,3530786.0,MERCHANTS BANCORP,CARMEL,IN,UNITED STATES,3587230.0,963945.0,18.0,2017,3,35-1805251,PR Mortgage & Investment Corp,"11555 North Meridian Street, Suite 400",Carmel,IN,46032,Merchants Bank of Indiana,"11555 North Meridian Street, Suite 400",Carmel,IN,46032,96
2017,0003599970,9,214807.0,DEUTSCHE BANK TRUST COMPANY AMERICAS,NEW YORK,NY,,,1,DB PRIVATE WEALTH MORTGAGE LTD.,NEW YORK,NY,1242423.0,DEUTSCHE BANK AKTIENGESELLSCHAFT,FRANKFURT,0 ,GERMANY,3599970.0,214807.0,36.0,2017,9,20-5728606,"DB Private Wealth Mortgage, Lt","345 Park Avenue, Floor 14",New York,NY,10154,Deutsche Bank Trust Company Am,"345 Park Avenue, Floor 14",New York,NY,10154,10
2017,0001093317,2,590248.0,TOWN AND COUNTRY BANK,SPRINGFIELD,IL,,,1,"TOWN & COUNTRY BANC MORTGAGE SERVICES, INC.",SPRINGFIELD,IL,1208531.0,TOWN AND COUNTRY FINANCIAL CORPORATION,SPRINGFIELD,IL,UNITED STATES,1093317.0,590248.0,17.0,2017,2,37-1072798,TOWN AND COUNTRY BANC MORTGAGE,3601 W Wabash Ave,Springfield,IL,62711,Town and Country Financial Cor,1925 S MacArthur Blvd,Springfield,IL,62704,949
2017,73-1488004,1,23516.0,LIBERTY NATIONAL BANK,LAWTON,OK,,,1,"WASHITA MORTGAGE, INC.",CHICKASHA,OK,1065172.0,"B.O.E. BANCSHARES, INC.",LAWTON,OK,UNITED STATES,2930594.0,68756.0,40.0,2017,1,73-1488004,"Washita Mortgage, Inc.",1924 S 4th St,Chickasha,OK,73018,Liberty National Bank,629 SW C Ave,Lawton,OK,73501,75
2017,11-3399725,9,125471.0,STERLING NATIONAL BANK,MONTEBELLO,NY,,,1,ASTORIA FEDERAL MORTGAGE CORP.,LAKE SUCCESS,NY,3083291.0,STERLING BANCORP,MONTEBELLO,NY,UNITED STATES,3872897.0,125471.0,36.0,2017,9,11-3399725,STERLING NATIONAL BANK,400 Rella Boulevard,Montebello,NY,10901,Sterling National Bank,400 Rella Blvd.,Montebello,NY,10901,149
2017,91-2094220,1,25080.0,"BANC OF CALIFORNIA, NATIONAL ASSOCIATION",SANTA ANA,CA,,,1,"CS FINANCIAL, INC.",BEVERLY HILLS,CA,3153130.0,"BANC OF CALIFORNIA, INC.",IRVINE,CA,UNITED STATES,4584816.0,200378.0,6.0,2017,1,91-2094220,"C.S. FINANCIAL, INC.","9595 WILSHIRE BLVD., SUITE 801",BEVERLY HILLS,CA,90212,"BANC OF CALIFORNIA, NA","18500 VON KARMAN, SUITE 1100",IRVINE,CA,92612,42
2017,0002712969,9,723112.0,FIFTH THIRD BANK,CINCINNATI,OH,,,1,FIFTH THIRD MORTGAGE COMPANY,CINCINNATI,OH,1070345.0,FIFTH THIRD BANCORP,CINCINNATI,OH,UNITED STATES,2712969.0,723112.0,39.0,2017,9,31-1197926,Fifth Third Mortgage Company,5001 Kingsley Drive MD 1MOB2W,Cincinnati,OH,45227,Fifth Third Bancorp,38 Fountain Square Plaza MD 1090K1,Cincinnati,OH,45263,55287
2017,25-1531922,3,28178.0,NORTHWEST BANK,WARREN,PA,,,2,"NORTHWEST CONSUMER DISCOUNT CO., INC.",WARREN,PA,4122722.0,NORTHWEST BANCSHARES INC,WARREN,PA,UNITED STATES,2351078.0,1002878.0,42.0,2017,3,25-1531922,NORTHWEST CONSUMER DISCOUNT CO,151B Pittsburgh Road,Butler,PA,16003,Northwest Bank,100 Liberty Street,Warren,PA,16365,117
2017,39-2001010,3,28513.0,WATERSTONE BANK,WAUWATOSA,WI,,,2,WATERSTONE MORTGAGE CORPORATION,PEWAUKEE,WI,4523431.0,"WATERSTONE FINANCIAL, INC.",WAUWATOSA,WI,UNITED STATES,3429509.0,310978.0,55.0,2017,3,39-2001010,Waterstone Mortgage Corporatio,N25 W23255 Paul Road,Pewaukee,WI,53072,WaterStone Bank SSB,11200 West Plank Court,Wauwatosa,WI,53226,15671
2017,26-4030355,3,34603.0,"MVB BANK, INC.",FAIRMONT,WV,,,2,"POTOMAC MORTGAGE GROUP, INC.",FAIRFAX,VA,3211601.0,MVB FINANCIAL CORP.,FAIRMONT,WV,UNITED STATES,4320108.0,2757205.0,51.0,2017,3,26-4030355,"POTOMAC MORTGAGE GROUP, INC","4035 RIDGE TOP ROAD, SUITE 100",FAIRFAX,VA,22030,MVB BANK,301 VIRGINIA AVENUE,FAIRMONT,WV,26554,5149
2017,26-0758174,3,58048.0,HIGHLANDS STATE BANK,VERNON,NJ,,,2,"SECURE LENDING SOLUTIONS, INC.",GLEN ROCK,NJ,4136037.0,"HIGHLANDS BANCORP, INC.",VERNON,NJ,UNITED STATES,3944646.0,3386590.0,34.0,2017,3,26-0758174,Secure Lending sub of HSB,266 Harristown Road - Ste 304,Glen Rock,NJ,07452,Highlands State Bank,310 Route 94,Vernon,NJ,07462,122
2017,57-0761331,3,57756.0,COASTALSTATES BANK,HILTON HEAD ISLAND,SC,,,2,"COASTALSTATES MORTGAGE, INC.",HILTON HEAD ISLAND,SC,3274727.0,"COASTALSOUTH BANCSHARES, INC.",HILTON HEAD ISLAND,SC,UNITED STATES,3786583.0,3274709.0,45.0,2017,3,57-0761331,COASTALSTATES MORTGAGE,5 BOW CIRCLE,HILTON HEAD ISLAND,SC,29928,COASTALSTATES BANK,5 BOW CIRCLE,HILTON HEAD ISLAND,SC,29928,1505
2017,48-1024691,7,4875644.0,"GE CAPITAL US HOLDINGS, INC.",NORWALK,CT,,,3,EMPLOYERS REASSURANCE CORPORATION,OVERLAND PARK,KS,1249758.0,GENERAL ELECTRIC COMPANY,FAIRFIELD,CT,UNITED STATES,3808270.0,4875644.0,20.0,2017,7,48-1024691,Employers Reassurance Corporation,"7101 College Blvd., Suite 1400",Overland Park,KS,66210,General Electric Company,3135 Easton Turnpike,Fairfield,CT,06828,3
